INT	INT	STRING	INT
821	316002	真元·沉冰	493
822	316003	真元·沉冰	793
823	316004	真元·沉冰	1873
824	316005	真元·沉冰	4608
825	316006	真元·沉冰	10313
826	316007	真元·沉冰	20773
827	316008	真元·沉冰	38313
828	316009	真元·沉冰	65828
829	317001	真元·炽火	453
830	317002	真元·炽火	493
831	317003	真元·炽火	793
832	317004	真元·炽火	1873
833	317005	真元·炽火	4608
834	317006	真元·炽火	10313
835	317007	真元·炽火	20773
836	317008	真元·炽火	38313
837	317009	真元·炽火	65828
838	318001	真元·印玄	453
839	318002	真元·印玄	493
840	318003	真元·印玄	793
841	318004	真元·印玄	1873
842	318005	真元·印玄	4608
843	318006	真元·印玄	10313
844	318007	真元·印玄	20773
845	318008	真元·印玄	38313
846	318009	真元·印玄	65828
847	319001	真元·蛊毒	453
848	319002	真元·蛊毒	493
849	319003	真元·蛊毒	793
850	319004	真元·蛊毒	1873
851	319005	真元·蛊毒	4608
852	319006	真元·蛊毒	10313
853	319007	真元·蛊毒	20773
854	319008	真元·蛊毒	38313
855	319009	真元·蛊毒	65828
856	351001	魂元·勇力	453
857	351002	魂元·勇力	493
858	351003	魂元·勇力	793
859	351004	魂元·勇力	1873
860	351005	魂元·勇力	4608
861	351006	魂元·勇力	10313
862	351007	魂元·勇力	20773
863	351008	魂元·勇力	38313
864	351009	魂元·勇力	65828
865	352001	魂元·灵慧	453
866	352002	魂元·灵慧	493
867	352003	魂元·灵慧	793
868	352004	魂元·灵慧	1873
869	352005	魂元·灵慧	4608
870	352006	魂元·灵慧	10313
871	352007	魂元·灵慧	20773
872	352008	魂元·灵慧	38313
873	352009	魂元·灵慧	65828
874	353001	魂元·厚体	453
875	353002	魂元·厚体	493
876	353003	魂元·厚体	793
877	353004	魂元·厚体	1873
878	353005	魂元·厚体	4608
879	353006	魂元·厚体	10313
880	353007	魂元·厚体	20773
881	353008	魂元·厚体	38313
882	353009	魂元·厚体	65828
883	354001	魂元·气定	453
884	354002	魂元·气定	493
885	354003	魂元·气定	793
886	354004	魂元·气定	1873
887	354005	魂元·气定	4608
888	354006	魂元·气定	10313
889	354007	魂元·气定	20773
890	354008	魂元·气定	38313
891	354009	魂元·气定	65828
892	355001	魂元·迅捷	453
893	355002	魂元·迅捷	493
894	355003	魂元·迅捷	793
895	355004	魂元·迅捷	1873
896	355005	魂元·迅捷	4608
897	355006	魂元·迅捷	10313
898	355007	魂元·迅捷	20773
899	355008	魂元·迅捷	38313
900	355009	魂元·迅捷	65828
901	356001	魂元·血涌丹田	453
902	356002	魂元·血涌丹田	493
903	356003	魂元·血涌丹田	793
904	356004	魂元·血涌丹田	1873
905	356005	魂元·血涌丹田	4608
906	356006	魂元·血涌丹田	10313
907	356007	魂元·血涌丹田	20773
908	356008	魂元·血涌丹田	38313
909	356009	魂元·血涌丹田	65828
910	357001	魂元·气贯神庭	453
911	357002	魂元·气贯神庭	493
912	357003	魂元·气贯神庭	793
913	357004	魂元·气贯神庭	1873
914	357005	魂元·气贯神庭	4608
915	357006	魂元·气贯神庭	10313
916	357007	魂元·气贯神庭	20773
917	357008	魂元·气贯神庭	38313
918	357009	魂元·气贯神庭	65828
919	358001	魂元·内劲绵绵	453
920	358002	魂元·内劲绵绵	493
921	358003	魂元·内劲绵绵	793
922	358004	魂元·内劲绵绵	1873
923	358005	魂元·内劲绵绵	4608
924	358006	魂元·内劲绵绵	10313
925	358007	魂元·内劲绵绵	20773
926	358008	魂元·内劲绵绵	38313
927	358009	魂元·内劲绵绵	65828
928	359001	魂元·外功罡猛	453
929	359002	魂元·外功罡猛	493
930	359003	魂元·外功罡猛	793
931	359004	魂元·外功罡猛	1873
932	359005	魂元·外功罡猛	4608
933	359006	魂元·外功罡猛	10313
934	359007	魂元·外功罡猛	20773
935	359008	魂元·外功罡猛	38313
936	359009	魂元·外功罡猛	65828
937	360001	魂元·千转柔筋	453
938	360002	魂元·千转柔筋	493
939	360003	魂元·千转柔筋	793
940	360004	魂元·千转柔筋	1873
941	360005	魂元·千转柔筋	4608
942	360006	魂元·千转柔筋	10313
943	360007	魂元·千转柔筋	20773
944	360008	魂元·千转柔筋	38313
945	360009	魂元·千转柔筋	65828
946	361001	魂元·百炼铁骨	453
947	361002	魂元·百炼铁骨	493
948	361003	魂元·百炼铁骨	793
949	361004	魂元·百炼铁骨	1873
950	361005	魂元·百炼铁骨	4608
951	361006	魂元·百炼铁骨	10313
952	361007	魂元·百炼铁骨	20773
953	361008	魂元·百炼铁骨	38313
954	361009	魂元·百炼铁骨	65828
955	362001	魂元·百步穿杨	453
956	362002	魂元·百步穿杨	493
957	362003	魂元·百步穿杨	793
958	362004	魂元·百步穿杨	1873
959	362005	魂元·百步穿杨	4608
960	362006	魂元·百步穿杨	10313
961	362007	魂元·百步穿杨	20773
962	362008	魂元·百步穿杨	38313
963	362009	魂元·百步穿杨	65828
964	363001	魂元·滑不沾衣	453
965	363002	魂元·滑不沾衣	493
966	363003	魂元·滑不沾衣	793
967	363004	魂元·滑不沾衣	1873
968	363005	魂元·滑不沾衣	4608
969	363006	魂元·滑不沾衣	10313
970	363007	魂元·滑不沾衣	20773
971	363008	魂元·滑不沾衣	38313
972	363009	魂元·滑不沾衣	65828
973	364001	魂元·暴猛如焰	453
974	364002	魂元·暴猛如焰	493
975	364003	魂元·暴猛如焰	793
976	364004	魂元·暴猛如焰	1873
977	364005	魂元·暴猛如焰	4608
978	364006	魂元·暴猛如焰	10313
979	364007	魂元·暴猛如焰	20773
980	364008	魂元·暴猛如焰	38313
981	364009	魂元·暴猛如焰	65828
982	365001	魂元·坚韧如岳	453
983	365002	魂元·坚韧如岳	493
984	365003	魂元·坚韧如岳	793
985	365004	魂元·坚韧如岳	1873
986	365005	魂元·坚韧如岳	4608
987	365006	魂元·坚韧如岳	10313
988	365007	魂元·坚韧如岳	20773
989	365008	魂元·坚韧如岳	38313
990	365009	魂元·坚韧如岳	65828
991	366001	魂元·沉冰	453
992	366002	魂元·沉冰	493
993	366003	魂元·沉冰	793
994	366004	魂元·沉冰	1873
995	366005	魂元·沉冰	4608
996	366006	魂元·沉冰	10313
997	366007	魂元·沉冰	20773
998	366008	魂元·沉冰	38313
999	366009	魂元·沉冰	65828
1000	367001	魂元·炽火	453
1001	367002	魂元·炽火	493
1002	367003	魂元·炽火	793
1003	367004	魂元·炽火	1873
1004	367005	魂元·炽火	4608
1005	367006	魂元·炽火	10313
1006	367007	魂元·炽火	20773
1007	367008	魂元·炽火	38313
1008	367009	魂元·炽火	65828
1009	368001	魂元·印玄	453
1010	368002	魂元·印玄	493
1011	368003	魂元·印玄	793
1012	368004	魂元·印玄	1873
1013	368005	魂元·印玄	4608
1014	368006	魂元·印玄	10313
1015	368007	魂元·印玄	20773
1016	368008	魂元·印玄	38313
1017	368009	魂元·印玄	65828
1018	369001	魂元·蛊毒	453
1019	369002	魂元·蛊毒	493
1020	369003	魂元·蛊毒	793
1021	369004	魂元·蛊毒	1873
1022	369005	魂元·蛊毒	4608
1023	369006	魂元·蛊毒	10313
1024	369007	魂元·蛊毒	20773
1025	369008	魂元·蛊毒	38313
1026	369009	魂元·蛊毒	65828
1027	401001	真元·勇力	14032
1028	401002	真元·勇力	14082
1029	401003	真元·勇力	14857
1030	401004	真元·勇力	18642
1031	401005	真元·勇力	30267
1032	401006	真元·勇力	58027
1033	401007	真元·勇力	114547
1034	401008	真元·勇力	217662
1035	401009	真元·勇力	391237
1036	402001	真元·灵慧	14032
1037	402002	真元·灵慧	14082
1038	402003	真元·灵慧	14857
1039	402004	真元·灵慧	18642
1040	402005	真元·灵慧	30267
1041	402006	真元·灵慧	58027
1042	402007	真元·灵慧	114547
1043	402008	真元·灵慧	217662
1044	402009	真元·灵慧	391237
1045	403001	真元·厚体	14032
1046	403002	真元·厚体	14082
1047	403003	真元·厚体	14857
1048	403004	真元·厚体	18642
1049	403005	真元·厚体	30267
1050	403006	真元·厚体	58027
1051	403007	真元·厚体	114547
1052	403008	真元·厚体	217662
1053	403009	真元·厚体	391237
1054	404001	真元·气定	14032
1055	404002	真元·气定	14082
1056	404003	真元·气定	14857
1057	404004	真元·气定	18642
1058	404005	真元·气定	30267
1059	404006	真元·气定	58027
1060	404007	真元·气定	114547
1061	404008	真元·气定	217662
1062	404009	真元·气定	391237
1063	405001	真元·迅捷	14032
1064	405002	真元·迅捷	14082
1065	405003	真元·迅捷	14857
1066	405004	真元·迅捷	18642
1067	405005	真元·迅捷	30267
1068	405006	真元·迅捷	58027
1069	405007	真元·迅捷	114547
1070	405008	真元·迅捷	217662
1071	405009	真元·迅捷	391237
1072	406001	真元·血涌丹田	14032
1073	406002	真元·血涌丹田	14082
1074	406003	真元·血涌丹田	14857
1075	406004	真元·血涌丹田	18642
1076	406005	真元·血涌丹田	30267
1077	406006	真元·血涌丹田	58027
1078	406007	真元·血涌丹田	114547
1079	406008	真元·血涌丹田	217662
1080	406009	真元·血涌丹田	391237
1081	407001	真元·气贯神庭	14032
1082	407002	真元·气贯神庭	14082
1083	407003	真元·气贯神庭	14857
1084	407004	真元·气贯神庭	18642
1085	407005	真元·气贯神庭	30267
1086	407006	真元·气贯神庭	58027
1087	407007	真元·气贯神庭	114547
1088	407008	真元·气贯神庭	217662
1089	407009	真元·气贯神庭	391237
1090	408001	真元·内劲绵绵	14032
1091	408002	真元·内劲绵绵	14082
1092	408003	真元·内劲绵绵	14857
1093	408004	真元·内劲绵绵	18642
1094	408005	真元·内劲绵绵	30267
1095	408006	真元·内劲绵绵	58027
1096	408007	真元·内劲绵绵	114547
1097	408008	真元·内劲绵绵	217662
1098	408009	真元·内劲绵绵	391237
1099	409001	真元·外功罡猛	14032
1100	409002	真元·外功罡猛	14082
1101	409003	真元·外功罡猛	14857
1102	409004	真元·外功罡猛	18642
1103	409005	真元·外功罡猛	30267
1104	409006	真元·外功罡猛	58027
1105	409007	真元·外功罡猛	114547
1106	409008	真元·外功罡猛	217662
1107	409009	真元·外功罡猛	391237
1108	410001	真元·千转柔筋	14032
1109	410002	真元·千转柔筋	14082
1110	410003	真元·千转柔筋	14857
1111	410004	真元·千转柔筋	18642
1112	410005	真元·千转柔筋	30267
1113	410006	真元·千转柔筋	58027
1114	410007	真元·千转柔筋	114547
1115	410008	真元·千转柔筋	217662
1116	410009	真元·千转柔筋	391237
1117	411001	真元·百炼铁骨	14032
1118	411002	真元·百炼铁骨	14082
1119	411003	真元·百炼铁骨	14857
1120	411004	真元·百炼铁骨	18642
1121	411005	真元·百炼铁骨	30267
1122	411006	真元·百炼铁骨	58027
1123	411007	真元·百炼铁骨	114547
1124	411008	真元·百炼铁骨	217662
1125	411009	真元·百炼铁骨	391237
1126	412001	真元·百步穿杨	14032
1127	412002	真元·百步穿杨	14082
1128	412003	真元·百步穿杨	14857
1129	412004	真元·百步穿杨	18642
1130	412005	真元·百步穿杨	30267
1131	412006	真元·百步穿杨	58027
1132	412007	真元·百步穿杨	114547
1133	412008	真元·百步穿杨	217662
1134	412009	真元·百步穿杨	391237
1135	413001	真元·滑不沾衣	14032
1136	413002	真元·滑不沾衣	14082
1137	413003	真元·滑不沾衣	14857
1138	413004	真元·滑不沾衣	18642
1139	413005	真元·滑不沾衣	30267
1140	413006	真元·滑不沾衣	58027
1141	413007	真元·滑不沾衣	114547
1142	413008	真元·滑不沾衣	217662
1143	413009	真元·滑不沾衣	391237
1144	414001	真元·暴猛如焰	14032
1145	414002	真元·暴猛如焰	14082
1146	414003	真元·暴猛如焰	14857
1147	414004	真元·暴猛如焰	18642
1148	414005	真元·暴猛如焰	30267
1149	414006	真元·暴猛如焰	58027
1150	414007	真元·暴猛如焰	114547
1151	414008	真元·暴猛如焰	217662
1152	414009	真元·暴猛如焰	391237
1153	415001	真元·坚韧如岳	14032
1154	415002	真元·坚韧如岳	14082
1155	415003	真元·坚韧如岳	14857
1156	415004	真元·坚韧如岳	18642
1157	415005	真元·坚韧如岳	30267
1158	415006	真元·坚韧如岳	58027
1159	415007	真元·坚韧如岳	114547
1160	415008	真元·坚韧如岳	217662
1161	415009	真元·坚韧如岳	391237
1162	416001	真元·沉冰	14032
1163	416002	真元·沉冰	14082
1164	416003	真元·沉冰	14857
1165	416004	真元·沉冰	18642
1166	416005	真元·沉冰	30267
1167	416006	真元·沉冰	58027
1168	416007	真元·沉冰	114547
1169	416008	真元·沉冰	217662
1170	416009	真元·沉冰	391237
1171	417001	真元·炽火	14032
1172	417002	真元·炽火	14082
1173	417003	真元·炽火	14857
1174	417004	真元·炽火	18642
1175	417005	真元·炽火	30267
1176	417006	真元·炽火	58027
1177	417007	真元·炽火	114547
1178	417008	真元·炽火	217662
1179	417009	真元·炽火	391237
1180	418001	真元·印玄	14032
1181	418002	真元·印玄	14082
1182	418003	真元·印玄	14857
1183	418004	真元·印玄	18642
1184	418005	真元·印玄	30267
1185	418006	真元·印玄	58027
1186	418007	真元·印玄	114547
1187	418008	真元·印玄	217662
1188	418009	真元·印玄	391237
1189	419001	真元·蛊毒	14032
1190	419002	真元·蛊毒	14082
1191	419003	真元·蛊毒	14857
1192	419004	真元·蛊毒	18642
1193	419005	真元·蛊毒	30267
1194	419006	真元·蛊毒	58027
1195	419007	真元·蛊毒	114547
1196	419008	真元·蛊毒	217662
1197	419009	真元·蛊毒	391237
1198	451001	魂元·勇力	14032
1199	451002	魂元·勇力	14082
1200	451003	魂元·勇力	14857
1201	451004	魂元·勇力	18642
1202	451005	魂元·勇力	30267
1203	451006	魂元·勇力	58027
1204	451007	魂元·勇力	114547
1205	451008	魂元·勇力	217662
1206	451009	魂元·勇力	391237
1207	452001	魂元·灵慧	14032
1208	452002	魂元·灵慧	14082
1209	452003	魂元·灵慧	14857
1210	452004	魂元·灵慧	18642
1211	452005	魂元·灵慧	30267
1212	452006	魂元·灵慧	58027
1213	452007	魂元·灵慧	114547
1214	452008	魂元·灵慧	217662
1215	452009	魂元·灵慧	391237
1216	453001	魂元·厚体	14032
1217	453002	魂元·厚体	14082
1218	453003	魂元·厚体	14857
1219	453004	魂元·厚体	18642
1220	453005	魂元·厚体	30267
1221	453006	魂元·厚体	58027
1222	453007	魂元·厚体	114547
1223	453008	魂元·厚体	217662
1224	453009	魂元·厚体	391237
1225	454001	魂元·气定	14032
1226	454002	魂元·气定	14082
1227	454003	魂元·气定	14857
1228	454004	魂元·气定	18642
1229	454005	魂元·气定	30267
1230	454006	魂元·气定	58027
1231	454007	魂元·气定	114547
1232	454008	魂元·气定	217662
1233	454009	魂元·气定	391237
1234	455001	魂元·迅捷	14032
1235	455002	魂元·迅捷	14082
1236	455003	魂元·迅捷	14857
1237	455004	魂元·迅捷	18642
1238	455005	魂元·迅捷	30267
1239	455006	魂元·迅捷	58027
1240	455007	魂元·迅捷	114547
1241	455008	魂元·迅捷	217662
1242	455009	魂元·迅捷	391237
1243	456001	魂元·血涌丹田	14032
1244	456002	魂元·血涌丹田	14082
1245	456003	魂元·血涌丹田	14857
1246	456004	魂元·血涌丹田	18642
1247	456005	魂元·血涌丹田	30267
1248	456006	魂元·血涌丹田	58027
1249	456007	魂元·血涌丹田	114547
1250	456008	魂元·血涌丹田	217662
1251	456009	魂元·血涌丹田	391237
1252	457001	魂元·气贯神庭	14032
1253	457002	魂元·气贯神庭	14082
1254	457003	魂元·气贯神庭	14857
1255	457004	魂元·气贯神庭	18642
1256	457005	魂元·气贯神庭	30267
1257	457006	魂元·气贯神庭	58027
1258	457007	魂元·气贯神庭	114547
1259	457008	魂元·气贯神庭	217662
1260	457009	魂元·气贯神庭	391237
1261	458001	魂元·内劲绵绵	14032
1262	458002	魂元·内劲绵绵	14082
1263	458003	魂元·内劲绵绵	14857
1264	458004	魂元·内劲绵绵	18642
1265	458005	魂元·内劲绵绵	30267
1266	458006	魂元·内劲绵绵	58027
1267	458007	魂元·内劲绵绵	114547
1268	458008	魂元·内劲绵绵	217662
1269	458009	魂元·内劲绵绵	391237
1270	459001	魂元·外功罡猛	14032
1271	459002	魂元·外功罡猛	14082
1272	459003	魂元·外功罡猛	14857
1273	459004	魂元·外功罡猛	18642
1274	459005	魂元·外功罡猛	30267
1275	459006	魂元·外功罡猛	58027
1276	459007	魂元·外功罡猛	114547
1277	459008	魂元·外功罡猛	217662
1278	459009	魂元·外功罡猛	391237
1279	460001	魂元·千转柔筋	14032
1280	460002	魂元·千转柔筋	14082
1281	460003	魂元·千转柔筋	14857
1282	460004	魂元·千转柔筋	18642
1283	460005	魂元·千转柔筋	30267
1284	460006	魂元·千转柔筋	58027
1285	460007	魂元·千转柔筋	114547
1286	460008	魂元·千转柔筋	217662
1287	460009	魂元·千转柔筋	391237
1288	461001	魂元·百炼铁骨	14032
1289	461002	魂元·百炼铁骨	14082
1290	461003	魂元·百炼铁骨	14857
1291	461004	魂元·百炼铁骨	18642
1292	461005	魂元·百炼铁骨	30267
1293	461006	魂元·百炼铁骨	58027
1294	461007	魂元·百炼铁骨	114547
1295	461008	魂元·百炼铁骨	217662
1296	461009	魂元·百炼铁骨	391237
1297	462001	魂元·百步穿杨	14032
1298	462002	魂元·百步穿杨	14082
1299	462003	魂元·百步穿杨	14857
1300	462004	魂元·百步穿杨	18642
1301	462005	魂元·百步穿杨	30267
1302	462006	魂元·百步穿杨	58027
1303	462007	魂元·百步穿杨	114547
1304	462008	魂元·百步穿杨	217662
1305	462009	魂元·百步穿杨	391237
1306	463001	魂元·滑不沾衣	14032
1307	463002	魂元·滑不沾衣	14082
1308	463003	魂元·滑不沾衣	14857
1309	463004	魂元·滑不沾衣	18642
1310	463005	魂元·滑不沾衣	30267
1311	463006	魂元·滑不沾衣	58027
1312	463007	魂元·滑不沾衣	114547
1313	463008	魂元·滑不沾衣	217662
1314	463009	魂元·滑不沾衣	391237
1315	464001	魂元·暴猛如焰	14032
1316	464002	魂元·暴猛如焰	14082
1317	464003	魂元·暴猛如焰	14857
1318	464004	魂元·暴猛如焰	18642
1319	464005	魂元·暴猛如焰	30267
1320	464006	魂元·暴猛如焰	58027
1321	464007	魂元·暴猛如焰	114547
1322	464008	魂元·暴猛如焰	217662
1323	464009	魂元·暴猛如焰	391237
1324	465001	魂元·坚韧如岳	14032
1325	465002	魂元·坚韧如岳	14082
1326	465003	魂元·坚韧如岳	14857
1327	465004	魂元·坚韧如岳	18642
1328	465005	魂元·坚韧如岳	30267
1329	465006	魂元·坚韧如岳	58027
1330	465007	魂元·坚韧如岳	114547
1331	465008	魂元·坚韧如岳	217662
1332	465009	魂元·坚韧如岳	391237
1333	466001	魂元·沉冰	14032
1334	466002	魂元·沉冰	14082
1335	466003	魂元·沉冰	14857
1336	466004	魂元·沉冰	18642
1337	466005	魂元·沉冰	30267
1338	466006	魂元·沉冰	58027
1339	466007	魂元·沉冰	114547
1340	466008	魂元·沉冰	217662
1341	466009	魂元·沉冰	391237
1342	467001	魂元·炽火	14032
1343	467002	魂元·炽火	14082
1344	467003	魂元·炽火	14857
1345	467004	魂元·炽火	18642
1346	467005	魂元·炽火	30267
1347	467006	魂元·炽火	58027
1348	467007	魂元·炽火	114547
1349	467008	魂元·炽火	217662
1350	467009	魂元·炽火	391237
1351	468001	魂元·印玄	14032
1352	468002	魂元·印玄	14082
1353	468003	魂元·印玄	14857
1354	468004	魂元·印玄	18642
1355	468005	魂元·印玄	30267
1356	468006	魂元·印玄	58027
1357	468007	魂元·印玄	114547
1358	468008	魂元·印玄	217662
1359	468009	魂元·印玄	391237
1360	469001	魂元·蛊毒	14032
1361	469002	魂元·蛊毒	14082
1362	469003	魂元·蛊毒	14857
1363	469004	魂元·蛊毒	18642
1364	469005	魂元·蛊毒	30267
1365	469006	魂元·蛊毒	58027
1366	469007	魂元·蛊毒	114547
1367	469008	魂元·蛊毒	217662
1368	469009	魂元·蛊毒	391237
1369	501001	真元·勇力	84571
1370	501002	真元·勇力	84671
1371	501003	真元·勇力	86156
1372	501004	真元·勇力	93741
1373	501005	真元·勇力	118196
1374	501006	真元·勇力	179221
1375	501007	真元·勇力	308476
1376	501008	真元·勇力	552751
1377	501009	真元·勇力	977256
1378	502001	真元·灵慧	84571
1379	502002	真元·灵慧	84671
1380	502003	真元·灵慧	86156
1381	502004	真元·灵慧	93741
1382	502005	真元·灵慧	118196
1383	502006	真元·灵慧	179221
1384	502007	真元·灵慧	308476
1385	502008	真元·灵慧	552751
1386	502009	真元·灵慧	977256
1387	503001	真元·厚体	84571
1388	503002	真元·厚体	84671
1389	503003	真元·厚体	86156
1390	503004	真元·厚体	93741
1391	503005	真元·厚体	118196
1392	503006	真元·厚体	179221
1393	503007	真元·厚体	308476
1394	503008	真元·厚体	552751
1395	503009	真元·厚体	977256
1396	504001	真元·气定	84571
1397	504002	真元·气定	84671
1398	504003	真元·气定	86156
1399	504004	真元·气定	93741
1400	504005	真元·气定	118196
1401	504006	真元·气定	179221
1402	504007	真元·气定	308476
1403	504008	真元·气定	552751
1404	504009	真元·气定	977256
1405	505001	真元·迅捷	84571
1406	505002	真元·迅捷	84671
1407	505003	真元·迅捷	86156
1408	505004	真元·迅捷	93741
1409	505005	真元·迅捷	118196
1410	505006	真元·迅捷	179221
1411	505007	真元·迅捷	308476
1412	505008	真元·迅捷	552751
1413	505009	真元·迅捷	977256
1414	506001	真元·血涌丹田	84571
1415	506002	真元·血涌丹田	84671
1416	506003	真元·血涌丹田	86156
1417	506004	真元·血涌丹田	93741
1418	506005	真元·血涌丹田	118196
1419	506006	真元·血涌丹田	179221
1420	506007	真元·血涌丹田	308476
1421	506008	真元·血涌丹田	552751
1422	506009	真元·血涌丹田	977256
1423	507001	真元·气贯神庭	84571
1424	507002	真元·气贯神庭	84671
1425	507003	真元·气贯神庭	86156
1426	507004	真元·气贯神庭	93741
1427	507005	真元·气贯神庭	118196
1428	507006	真元·气贯神庭	179221
1429	507007	真元·气贯神庭	308476
1430	507008	真元·气贯神庭	552751
1431	507009	真元·气贯神庭	977256
1432	508001	真元·内劲绵绵	84571
1433	508002	真元·内劲绵绵	84671
1434	508003	真元·内劲绵绵	86156
1435	508004	真元·内劲绵绵	93741
1436	508005	真元·内劲绵绵	118196
1437	508006	真元·内劲绵绵	179221
1438	508007	真元·内劲绵绵	308476
1439	508008	真元·内劲绵绵	552751
1440	508009	真元·内劲绵绵	977256
1441	509001	真元·外功罡猛	84571
1442	509002	真元·外功罡猛	84671
1443	509003	真元·外功罡猛	86156
1444	509004	真元·外功罡猛	93741
1445	509005	真元·外功罡猛	118196
1446	509006	真元·外功罡猛	179221
1447	509007	真元·外功罡猛	308476
1448	509008	真元·外功罡猛	552751
1449	509009	真元·外功罡猛	977256
1450	510001	真元·千转柔筋	84571
1451	510002	真元·千转柔筋	84671
1452	510003	真元·千转柔筋	86156
1453	510004	真元·千转柔筋	93741
1454	510005	真元·千转柔筋	118196
1455	510006	真元·千转柔筋	179221
1456	510007	真元·千转柔筋	308476
1457	510008	真元·千转柔筋	552751
1458	510009	真元·千转柔筋	977256
1459	511001	真元·百炼铁骨	84571
1460	511002	真元·百炼铁骨	84671
1461	511003	真元·百炼铁骨	86156
1462	511004	真元·百炼铁骨	93741
1463	511005	真元·百炼铁骨	118196
1464	511006	真元·百炼铁骨	179221
1465	511007	真元·百炼铁骨	308476
1466	511008	真元·百炼铁骨	552751
1467	511009	真元·百炼铁骨	977256
1468	512001	真元·百步穿杨	84571
1469	512002	真元·百步穿杨	84671
1470	512003	真元·百步穿杨	86156
1471	512004	真元·百步穿杨	93741
1472	512005	真元·百步穿杨	118196
1473	512006	真元·百步穿杨	179221
1474	512007	真元·百步穿杨	308476
1475	512008	真元·百步穿杨	552751
1476	512009	真元·百步穿杨	977256
1477	513001	真元·滑不沾衣	84571
1478	513002	真元·滑不沾衣	84671
1479	513003	真元·滑不沾衣	86156
1480	513004	真元·滑不沾衣	93741
1481	513005	真元·滑不沾衣	118196
1482	513006	真元·滑不沾衣	179221
1483	513007	真元·滑不沾衣	308476
1484	513008	真元·滑不沾衣	552751
1485	513009	真元·滑不沾衣	977256
1486	514001	真元·暴猛如焰	84571
1487	514002	真元·暴猛如焰	84671
1488	514003	真元·暴猛如焰	86156
1489	514004	真元·暴猛如焰	93741
1490	514005	真元·暴猛如焰	118196
1491	514006	真元·暴猛如焰	179221
1492	514007	真元·暴猛如焰	308476
1493	514008	真元·暴猛如焰	552751
1494	514009	真元·暴猛如焰	977256
1495	515001	真元·坚韧如岳	84571
1496	515002	真元·坚韧如岳	84671
1497	515003	真元·坚韧如岳	86156
1498	515004	真元·坚韧如岳	93741
1499	515005	真元·坚韧如岳	118196
1500	515006	真元·坚韧如岳	179221
1501	515007	真元·坚韧如岳	308476
1502	515008	真元·坚韧如岳	552751
1503	515009	真元·坚韧如岳	977256
1504	516001	真元·沉冰	84571
1505	516002	真元·沉冰	84671
1506	516003	真元·沉冰	86156
1507	516004	真元·沉冰	93741
1508	516005	真元·沉冰	118196
1509	516006	真元·沉冰	179221
1510	516007	真元·沉冰	308476
1511	516008	真元·沉冰	552751
1512	516009	真元·沉冰	977256
1513	517001	真元·炽火	84571
1514	517002	真元·炽火	84671
1515	517003	真元·炽火	86156
1516	517004	真元·炽火	93741
1517	517005	真元·炽火	118196
1518	517006	真元·炽火	179221
1519	517007	真元·炽火	308476
1520	517008	真元·炽火	552751
1521	517009	真元·炽火	977256
1522	518001	真元·印玄	84571
1523	518002	真元·印玄	84671
1524	518003	真元·印玄	86156
1525	518004	真元·印玄	93741
1526	518005	真元·印玄	118196
1527	518006	真元·印玄	179221
1528	518007	真元·印玄	308476
1529	518008	真元·印玄	552751
1530	518009	真元·印玄	977256
1531	519001	真元·蛊毒	84571
1532	519002	真元·蛊毒	84671
1533	519003	真元·蛊毒	86156
1534	519004	真元·蛊毒	93741
1535	519005	真元·蛊毒	118196
1536	519006	真元·蛊毒	179221
1537	519007	真元·蛊毒	308476
1538	519008	真元·蛊毒	552751
1539	519009	真元·蛊毒	977256
1540	551001	魂元·勇力	84571
1541	551002	魂元·勇力	84671
1542	551003	魂元·勇力	86156
1543	551004	魂元·勇力	93741
1544	551005	魂元·勇力	118196
1545	551006	魂元·勇力	179221
1546	551007	魂元·勇力	308476
1547	551008	魂元·勇力	552751
1548	551009	魂元·勇力	977256
1549	552001	魂元·灵慧	84571
1550	552002	魂元·灵慧	84671
1551	552003	魂元·灵慧	86156
1552	552004	魂元·灵慧	93741
1553	552005	魂元·灵慧	118196
1554	552006	魂元·灵慧	179221
1555	552007	魂元·灵慧	308476
1556	552008	魂元·灵慧	552751
1557	552009	魂元·灵慧	977256
1558	553001	魂元·厚体	84571
1559	553002	魂元·厚体	84671
1560	553003	魂元·厚体	86156
1561	553004	魂元·厚体	93741
1562	553005	魂元·厚体	118196
1563	553006	魂元·厚体	179221
1564	553007	魂元·厚体	308476
1565	553008	魂元·厚体	552751
1566	553009	魂元·厚体	977256
1567	554001	魂元·气定	84571
1568	554002	魂元·气定	84671
1569	554003	魂元·气定	86156
1570	554004	魂元·气定	93741
1571	554005	魂元·气定	118196
1572	554006	魂元·气定	179221
1573	554007	魂元·气定	308476
1574	554008	魂元·气定	552751
1575	554009	魂元·气定	977256
1576	555001	魂元·迅捷	84571
1577	555002	魂元·迅捷	84671
1578	555003	魂元·迅捷	86156
1579	555004	魂元·迅捷	93741
1580	555005	魂元·迅捷	118196
1581	555006	魂元·迅捷	179221
1582	555007	魂元·迅捷	308476
1583	555008	魂元·迅捷	552751
1584	555009	魂元·迅捷	977256
1585	556001	魂元·血涌丹田	84571
1586	556002	魂元·血涌丹田	84671
1587	556003	魂元·血涌丹田	86156
1588	556004	魂元·血涌丹田	93741
1589	556005	魂元·血涌丹田	118196
1590	556006	魂元·血涌丹田	179221
1591	556007	魂元·血涌丹田	308476
1592	556008	魂元·血涌丹田	552751
1593	556009	魂元·血涌丹田	977256
