INT	INT	INT	INT	INT	INT	STRING
1	30309990	31208	1	0	0	ÕäÊÞµ°£º»ðÑæÑýÄ§
1	30309991	31249	1	0	0	ÕäÊÞµ°£ºËÄÊ±É½¾ý
1	30309992	31259	1	0	0	ÕäÊÞµ°£ºËÄÊ±É½¾ý
1	30309993	31269	1	0	0	ÕäÊÞµ°£ºËÄÊ±É½¾ý
1	30309994	31279	1	0	0	ÕäÊÞµ°£ºËÄÊ±É½¾ý
1	30309997	23049	1	0	0	ÕäÊÞµ°£º»¨ÏÉ×Ó
1	30309998	23049	1	0	0	ÕäÊÞµ°£º»¨ÏÉ×Ó
1	30309999	23069	1	0	0	ÕäÊÞµ°£º»¨ÏÉ×Ó
1	30310000	23079	1	0	0	ÕäÊÞµ°£º»¨ÏÉ×Ó
1	30310001	23089	1	0	0	ÕäÊÞµ°£º»¨ÏÉ×Ó
1	30310002	23099	1	0	0	ÕäÊÞµ°£º»¨ÏÉ×Ó
1	30310003	23109	1	0	0	ÕäÊÞµ°£º»¨ÏÉ×Ó
1	30310004	31289	1	0	0	ÕäÊÞµ°£ºÄÞ»Ë
1	30310005	31299	1	0	0	ÕäÊÞµ°£ºÄÞ»Ë
1	30310006	31309	1	0	0	ÕäÊÞµ°£ºÄÞ»Ë
1	30310007	31319	1	0	0	ÕäÊÞµ°£ºÄÞ»Ë
1	30310008	31329	1	0	0	ÕäÊÞµ°£ºÄÞ»Ë
1	30310009	31339	1	0	0	ÕäÊÞµ°£ºÄÞ»Ë
1	30310010	31349	1	0	0	ÕäÊÞµ°£ºÄÞ»Ë
1	30310012	24759	1	0	0	ÕäÊÞµ°£ºÇÉÇÉ
1	30310013	24769	1	0	0	ÕäÊÞµ°£ºÇÉÇÉ
1	30310014	24779	1	0	0	ÕäÊÞµ°£ºÇÉÇÉ
1	30310015	24789	1	0	0	ÕäÊÞµ°£ºÇÉÇÉ
1	30310016	24799	1	0	0	ÕäÊÞµ°£ºÇÉÇÉ
1	30310017	24809	1	0	0	ÕäÊÞµ°£ºÇÉÇÉ
1	30310018	24819	1	0	0	ÕäÊÞµ°£ºÇÉÇÉ
1	30310023	24839	1	0	0	ÕäÊÞµ°£ºÌìÃüÐþ·ï
1	30310024	24849	1	0	0	ÕäÊÞµ°£ºÌìÃüÐþ·ï
1	30310025	24859	1	0	0	ÕäÊÞµ°£ºÌìÃüÐþ·ï
1	30310026	24869	1	0	0	ÕäÊÞµ°£ºÌìÃüÐþ·ï
1	30310027	24879	1	0	0	ÕäÊÞµ°£ºÌìÃüÐþ·ï
1	30310028	24889	1	0	0	ÕäÊÞµ°£ºÌìÃüÐþ·ï
1	30310029	24899	1	0	0	ÕäÊÞµ°£ºÌìÃüÐþ·ï
1	30310031	24919	1	0	0	ÕäÊÞµ°£ºÇôÅ£
1	30310032	24929	1	0	0	ÕäÊÞµ°£ºÇôÅ£
1	30310033	24939	1	0	0	ÕäÊÞµ°£ºÇôÅ£
1	30310034	24949	1	0	0	ÕäÊÞµ°£ºÇôÅ£
1	30310035	24959	1	0	0	ÕäÊÞµ°£ºÇôÅ£
1	30310036	24969	1	0	0	ÕäÊÞµ°£ºÇôÅ£
1	30310037	24979	1	0	0	ÕäÊÞµ°£ºÇôÅ£
1	30310039	23989	1	0	0	ÕäÊÞµ°£ºÐ¡»¨Ñý
1	30310040	23999	1	0	0	ÕäÊÞµ°£ºÐ¡»¨Ñý
1	30310041	24009	1	0	0	ÕäÊÞµ°£ºÐ¡»¨Ñý
1	30310042	24019	1	0	0	ÕäÊÞµ°£ºÐ¡»¨Ñý
1	30310043	24029	1	0	0	ÕäÊÞµ°£ºÐ¡»¨Ñý
1	30310044	24039	1	0	0	ÕäÊÞµ°£ºÐ¡»¨Ñý
1	30310045	24049	1	0	0	ÕäÊÞµ°£ºÐ¡»¨Ñý
1	30310055	27499	1	0	0	ÕäÊÞµ°£ºÆß²Ê»Ô¿¥
1	30310056	27509	1	0	0	ÕäÊÞµ°£ºÆß²Ê»Ô¿¥
1	30310057	27519	1	0	0	ÕäÊÞµ°£ºÆß²Ê»Ô¿¥
1	30310058	27529	1	0	0	ÕäÊÞµ°£ºÆß²Ê»Ô¿¥
1	30310059	27539	1	0	0	ÕäÊÞµ°£ºÆß²Ê»Ô¿¥
1	30310060	27549	1	0	0	ÕäÊÞµ°£ºÆß²Ê»Ô¿¥
1	30310061	27559	1	0	0	ÕäÊÞµ°£ºÆß²Ê»Ô¿¥
1	30310078	27649	1	0	0	ÕäÊÞµ°£ºð½·ïºÍÃù
1	30310079	27659	1	0	0	ÕäÊÞµ°£ºð½·ïºÍÃù
1	30310080	27669	1	0	0	ÕäÊÞµ°£ºð½·ïºÍÃù
1	30310081	27679	1	0	0	ÕäÊÞµ°£ºð½·ïºÍÃù
1	30310082	27689	1	0	0	ÕäÊÞµ°£ºð½·ïºÍÃù
1	30310083	27699	1	0	0	ÕäÊÞµ°£ºð½·ïºÍÃù
1	30310084	27709	1	0	0	ÕäÊÞµ°£ºð½·ïºÍÃù
1	30310097	30119	1	0	0	ÕäÊÞµ°£º¸²º£Áú¾ý
1	30310098	30129	1	0	0	ÕäÊÞµ°£º¸²º£Áú¾ý
1	30310099	30139	1	0	0	ÕäÊÞµ°£º¸²º£Áú¾ý
1	30310100	30149	1	0	0	ÕäÊÞµ°£º¸²º£Áú¾ý
1	30310101	30159	1	0	0	ÕäÊÞµ°£º¸²º£Áú¾ý
1	30310102	30169	1	0	0	ÕäÊÞµ°£º¸²º£Áú¾ý
1	30310103	30179	1	0	0	ÕäÊÞµ°£º¸²º£Áú¾ý
1	30310105	27829	1	0	0	ÕäÊÞµ°£ºì«·çÊ¥ÊÞ
1	30310106	27839	1	0	0	ÕäÊÞµ°£ºì«·çÊ¥ÊÞ
1	30310107	27849	1	0	0	ÕäÊÞµ°£ºì«·çÊ¥ÊÞ
1	30310108	27859	1	0	0	ÕäÊÞµ°£ºì«·çÊ¥ÊÞ
1	30310109	27869	1	0	0	ÕäÊÞµ°£ºì«·çÊ¥ÊÞ
1	30310110	27879	1	0	0	ÕäÊÞµ°£ºì«·çÊ¥ÊÞ
1	30310111	27889	1	0	0	ÕäÊÞµ°£ºì«·çÊ¥ÊÞ
1	30310116	27819	1	0	0	ÕäÊÞµ°£ºÐ¡Â¹ßÏßÏ
1	30310118	30949	1	0	0	ÕäÊÞµ°£ºÇ§·æÕ½Ð«
1	30310119	30959	1	0	0	ÕäÊÞµ°£ºÇ§·æÕ½Ð«
1	30310120	30969	1	0	0	ÕäÊÞµ°£ºÇ§·æÕ½Ð«
1	30310121	30979	1	0	0	ÕäÊÞµ°£ºÇ§·æÕ½Ð«
1	30310122	30989	1	0	0	ÕäÊÞµ°£ºÇ§·æÕ½Ð«
1	30310123	30999	1	0	0	ÕäÊÞµ°£ºÇ§·æÕ½Ð«
1	30310124	31009	1	0	0	ÕäÊÞµ°£ºÇ§·æÕ½Ð«
1	30310130	30189	1	0	0	ÕäÊÞµ°£ºÆ½Ìì´óÊ¥
1	30310131	30199	1	0	0	ÕäÊÞµ°£ºÆ½Ìì´óÊ¥
1	30310132	30209	1	0	0	ÕäÊÞµ°£ºÆ½Ìì´óÊ¥
1	30310133	30219	1	0	0	ÕäÊÞµ°£ºÆ½Ìì´óÊ¥
1	30310134	30229	1	0	0	ÕäÊÞµ°£ºÆ½Ìì´óÊ¥
1	30310135	30239	1	0	0	ÕäÊÞµ°£ºÆ½Ìì´óÊ¥
1	30310136	30249	1	0	0	ÕäÊÞµ°£ºÆ½Ìì´óÊ¥
1	30310141	6739	1	0	0	ÕäÊÞµ°£º°Ù±äÊ¥É®
1	30310142	6749	1	0	0	ÕäÊÞµ°£º°Ù±äÊ¥É®
1	30310143	6759	1	0	0	ÕäÊÞµ°£º°Ù±äÊ¥É®
1	30310144	6769	1	0	0	ÕäÊÞµ°£º°Ù±äÊ¥É®
1	30310145	6779	1	0	0	ÕäÊÞµ°£º°Ù±äÊ¥É®
1	30310146	6789	1	0	0	ÕäÊÞµ°£º°Ù±äÊ¥É®
1	30310147	6799	1	0	0	ÕäÊÞµ°£º°Ù±äÊ¥É®
1	30310149	27939	1	0	0	ÕäÊÞµ°£ºÁéÎ×ÔÂÉñ
1	30310150	27949	1	0	0	ÕäÊÞµ°£ºÁéÎ×ÔÂÉñ
1	30310151	27959	1	0	0	ÕäÊÞµ°£ºÁéÎ×ÔÂÉñ
1	30310152	27969	1	0	0	ÕäÊÞµ°£ºÁéÎ×ÔÂÉñ
1	30310153	27979	1	0	0	ÕäÊÞµ°£ºÁéÎ×ÔÂÉñ
1	30310154	27989	1	0	0	ÕäÊÞµ°£ºÁéÎ×ÔÂÉñ
1	30310155	27999	1	0	0	ÕäÊÞµ°£ºÁéÎ×ÔÂÉñ
1	30310160	25929	1	0	0	ÕäÊÞµ°£ººÚÉ½ÀÑÀÑ
1	30310161	25939	1	0	0	ÕäÊÞµ°£ººÚÉ½ÀÑÀÑ
1	30310162	25949	1	0	0	ÕäÊÞµ°£ººÚÉ½ÀÑÀÑ
1	30310163	25959	1	0	0	ÕäÊÞµ°£ººÚÉ½ÀÑÀÑ
1	30310164	25969	1	0	0	ÕäÊÞµ°£ººÚÉ½ÀÑÀÑ
1	30310165	25979	1	0	0	ÕäÊÞµ°£ººÚÉ½ÀÑÀÑ
1	30310166	25989	1	0	0	ÕäÊÞµ°£ººÚÉ½ÀÑÀÑ
1	30310171	26039	1	0	0	ÕäÊÞµ°£ºÁù¶úâ¨ºï
1	30310172	26049	1	0	0	ÕäÊÞµ°£ºÁù¶úâ¨ºï
1	30310173	26059	1	0	0	ÕäÊÞµ°£ºÁù¶úâ¨ºï
1	30310174	26069	1	0	0	ÕäÊÞµ°£ºÁù¶úâ¨ºï
1	30310175	26079	1	0	0	ÕäÊÞµ°£ºÁù¶úâ¨ºï
1	30310176	26089	1	0	0	ÕäÊÞµ°£ºÁù¶úâ¨ºï
1	30310177	26099	1	0	0	ÕäÊÞµ°£ºÁù¶úâ¨ºï
2	30320000	24269	0	5	44	ÕäÊÞµ°£º¾«ÁéÍÃ
2	30320000	24279	0	45	54	ÕäÊÞµ°£º¾«ÁéÍÃ
2	30320000	24289	0	55	64	ÕäÊÞµ°£º¾«ÁéÍÃ
2	30320000	24299	0	65	74	ÕäÊÞµ°£º¾«ÁéÍÃ
2	30320000	24309	0	75	84	ÕäÊÞµ°£º¾«ÁéÍÃ
2	30320000	24319	0	85	94	ÕäÊÞµ°£º¾«ÁéÍÃ
2	30320000	24329	0	95	255	ÕäÊÞµ°£º¾«ÁéÍÃ
2	30320001	24339	0	5	44	ÕäÊÞµ°£º½õÃ«Êó
2	30320001	24349	0	45	54	ÕäÊÞµ°£º½õÃ«Êó
2	30320001	24359	0	55	64	ÕäÊÞµ°£º½õÃ«Êó
2	30320001	24369	0	65	74	ÕäÊÞµ°£º½õÃ«Êó
2	30320001	24379	0	75	84	ÕäÊÞµ°£º½õÃ«Êó
2	30320001	24389	0	85	94	ÕäÊÞµ°£º½õÃ«Êó
2	30320001	24399	0	95	255	ÕäÊÞµ°£º½õÃ«Êó
1	30320002	24419	1	0	0	ÕäÊÞµ°£ºYYÐÜ
2	30320003	24519	0	5	44	ÕäÊÞµ°£º°Ù±äÃ¨
2	30320003	24529	0	45	54	ÕäÊÞµ°£º°Ù±äÃ¨
2	30320003	24539	0	55	64	ÕäÊÞµ°£º°Ù±äÃ¨
2	30320003	24549	0	65	74	ÕäÊÞµ°£º°Ù±äÃ¨
2	30320003	24559	0	75	84	ÕäÊÞµ°£º°Ù±äÃ¨
2	30320003	24569	0	85	94	ÕäÊÞµ°£º°Ù±äÃ¨
2	30320003	24579	0	95	255	ÕäÊÞµ°£º°Ù±äÃ¨
2	30320004	25859	0	5	44	ÕäÊÞµ°£º½ðÍ¯ÓñÅ®
2	30320004	25869	0	45	54	ÕäÊÞµ°£º½ðÍ¯ÓñÅ®
2	30320004	25879	0	55	64	ÕäÊÞµ°£º½ðÍ¯ÓñÅ®
2	30320004	25889	0	65	74	ÕäÊÞµ°£º½ðÍ¯ÓñÅ®
2	30320004	25899	0	75	84	ÕäÊÞµ°£º½ðÍ¯ÓñÅ®
2	30320004	25909	0	85	94	ÕäÊÞµ°£º½ðÍ¯ÓñÅ®
2	30320004	25919	0	95	255	ÕäÊÞµ°£º½ðÍ¯ÓñÅ®
2	30320005	27009	0	5	44	ÕäÊÞµ°£º÷úÊó
2	30320005	27019	0	45	54	ÕäÊÞµ°£º÷úÊó
2	30320005	27029	0	55	64	ÕäÊÞµ°£º÷úÊó
2	30320005	27039	0	65	74	ÕäÊÞµ°£º÷úÊó
2	30320005	27049	0	75	84	ÕäÊÞµ°£º÷úÊó
2	30320005	27059	0	85	94	ÕäÊÞµ°£º÷úÊó
2	30320005	27069	0	95	255	ÕäÊÞµ°£º÷úÊó
2	30320006	27079	0	5	44	ÕäÊÞµ°£ºµ·µ°Êó
2	30320006	27089	0	45	54	ÕäÊÞµ°£ºµ·µ°Êó
2	30320006	27099	0	55	64	ÕäÊÞµ°£ºµ·µ°Êó
2	30320006	27109	0	65	74	ÕäÊÞµ°£ºµ·µ°Êó
2	30320006	27119	0	75	84	ÕäÊÞµ°£ºµ·µ°Êó
2	30320006	27129	0	85	94	ÕäÊÞµ°£ºµ·µ°Êó
2	30320006	27139	0	95	255	ÕäÊÞµ°£ºµ·µ°Êó
2	30320007	27149	0	5	44	ÕäÊÞµ°£ºßãÐ¡ÃÈ
2	30320007	27159	0	45	54	ÕäÊÞµ°£ºßãÐ¡ÃÈ
2	30320007	27169	0	55	64	ÕäÊÞµ°£ºßãÐ¡ÃÈ
2	30320007	27179	0	65	74	ÕäÊÞµ°£ºßãÐ¡ÃÈ
2	30320007	27189	0	75	84	ÕäÊÞµ°£ºßãÐ¡ÃÈ
2	30320007	27199	0	85	94	ÕäÊÞµ°£ºßãÐ¡ÃÈ
2	30320007	27209	0	95	255	ÕäÊÞµ°£ºßãÐ¡ÃÈ
2	30320008	27229	0	5	44	ÕäÊÞµ°£ºÃÀÈËÓã
2	30320008	27239	0	45	54	ÕäÊÞµ°£ºÃÀÈËÓã
2	30320008	27249	0	55	64	ÕäÊÞµ°£ºÃÀÈËÓã
2	30320008	27259	0	65	74	ÕäÊÞµ°£ºÃÀÈËÓã
2	30320008	27269	0	75	84	ÕäÊÞµ°£ºÃÀÈËÓã
2	30320008	27279	0	85	94	ÕäÊÞµ°£ºÃÀÈËÓã
2	30320008	27289	0	95	255	ÕäÊÞµ°£ºÃÀÈËÓã
2	30320009	27299	0	5	44	ÕäÊÞµ°£ºÌìÅîÀ¿ÔÂ
2	30320009	27309	0	45	54	ÕäÊÞµ°£ºÌìÅîÀ¿ÔÂ
2	30320009	27319	0	55	64	ÕäÊÞµ°£ºÌìÅîÀ¿ÔÂ
2	30320009	27329	0	65	74	ÕäÊÞµ°£ºÌìÅîÀ¿ÔÂ
2	30320009	27339	0	75	84	ÕäÊÞµ°£ºÌìÅîÀ¿ÔÂ
2	30320009	27349	0	85	94	ÕäÊÞµ°£ºÌìÅîÀ¿ÔÂ
2	30320009	27359	0	95	255	ÕäÊÞµ°£ºÌìÅîÀ¿ÔÂ
2	30320010	27429	0	5	44	ÕäÊÞµ°£ºÁÒÍÃÌðÐÄ
2	30320010	27439	0	45	54	ÕäÊÞµ°£ºÁÒÍÃÌðÐÄ
2	30320010	27449	0	55	64	ÕäÊÞµ°£ºÁÒÍÃÌðÐÄ
2	30320010	27459	0	65	74	ÕäÊÞµ°£ºÁÒÍÃÌðÐÄ
2	30320010	27469	0	75	84	ÕäÊÞµ°£ºÁÒÍÃÌðÐÄ
2	30320010	27479	0	85	94	ÕäÊÞµ°£ºÁÒÍÃÌðÐÄ
2	30320010	27489	0	95	255	ÕäÊÞµ°£ºÁÒÍÃÌðÐÄ
2	30320011	28119	0	5	44	ÕäÊÞµ°£ºÌ«²ÔÁú×Ó
2	30320011	28129	0	45	54	ÕäÊÞµ°£ºÌ«²ÔÁú×Ó
2	30320011	28139	0	55	64	ÕäÊÞµ°£ºÌ«²ÔÁú×Ó
2	30320011	28149	0	65	74	ÕäÊÞµ°£ºÌ«²ÔÁú×Ó
2	30320011	28159	0	75	84	ÕäÊÞµ°£ºÌ«²ÔÁú×Ó
2	30320011	28169	0	85	94	ÕäÊÞµ°£ºÌ«²ÔÁú×Ó
2	30320011	28179	0	95	255	ÕäÊÞµ°£ºÌ«²ÔÁú×Ó
2	30320012	28189	0	5	44	ÕäÊÞµ°£º±©×ßÐÜÃ¨
2	30320012	28199	0	45	54	ÕäÊÞµ°£º±©×ßÐÜÃ¨
2	30320012	28209	0	55	64	ÕäÊÞµ°£º±©×ßÐÜÃ¨
2	30320012	28219	0	65	74	ÕäÊÞµ°£º±©×ßÐÜÃ¨
2	30320012	28229	0	75	84	ÕäÊÞµ°£º±©×ßÐÜÃ¨
2	30320012	28239	0	85	94	ÕäÊÞµ°£º±©×ßÐÜÃ¨
2	30320012	28249	0	95	255	ÕäÊÞµ°£º±©×ßÐÜÃ¨
2	30320013	28259	0	5	44	ÕäÊÞµ°£ºÃÈÒô»¨Áé
2	30320013	28269	0	45	54	ÕäÊÞµ°£ºÃÈÒô»¨Áé
2	30320013	28279	0	55	64	ÕäÊÞµ°£ºÃÈÒô»¨Áé
2	30320013	28289	0	65	74	ÕäÊÞµ°£ºÃÈÒô»¨Áé
2	30320013	28299	0	75	84	ÕäÊÞµ°£ºÃÈÒô»¨Áé
2	30320013	28309	0	85	94	ÕäÊÞµ°£ºÃÈÒô»¨Áé
2	30320013	28319	0	95	255	ÕäÊÞµ°£ºÃÈÒô»¨Áé
2	30320014	28339	0	5	44	ÕäÊÞµ°£ºÐ¡Âí¸ç
2	30320014	28349	0	45	54	ÕäÊÞµ°£ºÐ¡Âí¸ç
2	30320014	28359	0	55	64	ÕäÊÞµ°£ºÐ¡Âí¸ç
2	30320014	28369	0	65	74	ÕäÊÞµ°£ºÐ¡Âí¸ç
2	30320014	28379	0	75	84	ÕäÊÞµ°£ºÐ¡Âí¸ç
2	30320014	28389	0	85	94	ÕäÊÞµ°£ºÐ¡Âí¸ç
2	30320014	28399	0	95	255	ÕäÊÞµ°£ºÐ¡Âí¸ç
2	30320015	28409	0	5	44	ÕäÊÞµ°£º°ÙÕ½½ð¸Õ
2	30320015	28419	0	45	54	ÕäÊÞµ°£º°ÙÕ½½ð¸Õ
2	30320015	28429	0	55	64	ÕäÊÞµ°£º°ÙÕ½½ð¸Õ
2	30320015	28439	0	65	74	ÕäÊÞµ°£º°ÙÕ½½ð¸Õ
2	30320015	28449	0	75	84	ÕäÊÞµ°£º°ÙÕ½½ð¸Õ
2	30320015	28459	0	85	94	ÕäÊÞµ°£º°ÙÕ½½ð¸Õ
2	30320015	28469	0	95	255	ÕäÊÞµ°£º°ÙÕ½½ð¸Õ
2	30320016	28479	0	5	44	ÕäÊÞµ°£ºÇàÑòÕæ¾ý
2	30320016	28489	0	45	54	ÕäÊÞµ°£ºÇàÑòÕæ¾ý
2	30320016	28499	0	55	64	ÕäÊÞµ°£ºÇàÑòÕæ¾ý
2	30320016	28509	0	65	74	ÕäÊÞµ°£ºÇàÑòÕæ¾ý
2	30320016	28519	0	75	84	ÕäÊÞµ°£ºÇàÑòÕæ¾ý
2	30320016	28529	0	85	94	ÕäÊÞµ°£ºÇàÑòÕæ¾ý
2	30320016	28539	0	95	255	ÕäÊÞµ°£ºÇàÑòÕæ¾ý
2	30320017	28549	0	5	44	ÕäÊÞµ°£ºÁçÌì´óÊ¥
2	30320017	28559	0	45	54	ÕäÊÞµ°£ºÁçÌì´óÊ¥
2	30320017	28569	0	55	64	ÕäÊÞµ°£ºÁçÌì´óÊ¥
2	30320017	28579	0	65	74	ÕäÊÞµ°£ºÁçÌì´óÊ¥
2	30320017	28589	0	75	84	ÕäÊÞµ°£ºÁçÌì´óÊ¥
2	30320017	28599	0	85	94	ÕäÊÞµ°£ºÁçÌì´óÊ¥
2	30320017	28609	0	95	255	ÕäÊÞµ°£ºÁçÌì´óÊ¥
2	30320018	29389	0	5	44	ÕäÊÞµ°£ºº©¶ºÐÜ
2	30320018	29399	0	45	54	ÕäÊÞµ°£ºº©¶ºÐÜ
2	30320018	29409	0	55	64	ÕäÊÞµ°£ºº©¶ºÐÜ
2	30320018	29419	0	65	74	ÕäÊÞµ°£ºº©¶ºÐÜ
2	30320018	29429	0	75	84	ÕäÊÞµ°£ºº©¶ºÐÜ
2	30320018	29439	0	85	94	ÕäÊÞµ°£ºº©¶ºÐÜ
2	30320018	29449	0	95	255	ÕäÊÞµ°£ºº©¶ºÐÜ
2	30320019	29469	0	5	44	ÕäÊÞµ°£ºÈËÓã¹«Ö÷
2	30320019	29479	0	45	54	ÕäÊÞµ°£ºÈËÓã¹«Ö÷
2	30320019	29489	0	55	64	ÕäÊÞµ°£ºÈËÓã¹«Ö÷
2	30320019	29499	0	65	74	ÕäÊÞµ°£ºÈËÓã¹«Ö÷
2	30320019	29509	0	75	84	ÕäÊÞµ°£ºÈËÓã¹«Ö÷
2	30320019	29519	0	85	94	ÕäÊÞµ°£ºÈËÓã¹«Ö÷
2	30320019	29529	0	95	255	ÕäÊÞµ°£ºÈËÓã¹«Ö÷
2	30320020	29549	0	5	44	ÕäÊÞµ°£ºÕ½ÐÞÂÞ
2	30320020	29559	0	45	54	ÕäÊÞµ°£ºÕ½ÐÞÂÞ
2	30320020	29569	0	55	64	ÕäÊÞµ°£ºÕ½ÐÞÂÞ
2	30320020	29579	0	65	74	ÕäÊÞµ°£ºÕ½ÐÞÂÞ
2	30320020	29589	0	75	84	ÕäÊÞµ°£ºÕ½ÐÞÂÞ
2	30320020	29599	0	85	94	ÕäÊÞµ°£ºÕ½ÐÞÂÞ
2	30320020	29609	0	95	255	ÕäÊÞµ°£ºÕ½ÐÞÂÞ
2	30320021	29619	0	5	44	ÕäÊÞµ°£ºÐ°Áé
2	30320021	29629	0	45	54	ÕäÊÞµ°£ºÐ°Áé
2	30320021	29639	0	55	64	ÕäÊÞµ°£ºÐ°Áé
2	30320021	29649	0	65	74	ÕäÊÞµ°£ºÐ°Áé
2	30320021	29659	0	75	84	ÕäÊÞµ°£ºÐ°Áé
2	30320021	29669	0	85	94	ÕäÊÞµ°£ºÐ°Áé
2	30320021	29679	0	95	255	ÕäÊÞµ°£ºÐ°Áé
2	30320022	29689	0	5	44	ÕäÊÞµ°£ººüÑý½£¾ý
2	30320022	29699	0	45	54	ÕäÊÞµ°£ººüÑý½£¾ý
2	30320022	29709	0	55	64	ÕäÊÞµ°£ººüÑý½£¾ý
2	30320022	29719	0	65	74	ÕäÊÞµ°£ººüÑý½£¾ý
2	30320022	29729	0	75	84	ÕäÊÞµ°£ººüÑý½£¾ý
2	30320022	29739	0	85	94	ÕäÊÞµ°£ººüÑý½£¾ý
2	30320022	29749	0	95	255	ÕäÊÞµ°£ººüÑý½£¾ý
2	30320023	29759	0	5	44	ÕäÊÞµ°£º¾ÅÏöÕ½Áú
2	30320023	29769	0	45	54	ÕäÊÞµ°£º¾ÅÏöÕ½Áú
2	30320023	29779	0	55	64	ÕäÊÞµ°£º¾ÅÏöÕ½Áú
2	30320023	29789	0	65	74	ÕäÊÞµ°£º¾ÅÏöÕ½Áú
2	30320023	29799	0	75	84	ÕäÊÞµ°£º¾ÅÏöÕ½Áú
2	30320023	29809	0	85	94	ÕäÊÞµ°£º¾ÅÏöÕ½Áú
2	30320023	29819	0	95	255	ÕäÊÞµ°£º¾ÅÏöÕ½Áú
2	30320024	29829	0	5	44	ÕäÊÞµ°£ºÍ¬ÐÄÔ§Ñì
2	30320024	29839	0	45	54	ÕäÊÞµ°£ºÍ¬ÐÄÔ§Ñì
2	30320024	29849	0	55	64	ÕäÊÞµ°£ºÍ¬ÐÄÔ§Ñì
2	30320024	29859	0	65	74	ÕäÊÞµ°£ºÍ¬ÐÄÔ§Ñì
2	30320024	29869	0	75	84	ÕäÊÞµ°£ºÍ¬ÐÄÔ§Ñì
2	30320024	29879	0	85	94	ÕäÊÞµ°£ºÍ¬ÐÄÔ§Ñì
2	30320024	29889	0	95	255	ÕäÊÞµ°£ºÍ¬ÐÄÔ§Ñì
2	30320025	29899	0	5	44	ÕäÊÞµ°£ºÌúÉÈ¹«Ö÷
2	30320025	29909	0	45	54	ÕäÊÞµ°£ºÌúÉÈ¹«Ö÷
2	30320025	29919	0	55	64	ÕäÊÞµ°£ºÌúÉÈ¹«Ö÷
2	30320025	29929	0	65	74	ÕäÊÞµ°£ºÌúÉÈ¹«Ö÷
2	30320025	29939	0	75	84	ÕäÊÞµ°£ºÌúÉÈ¹«Ö÷
2	30320025	29949	0	85	94	ÕäÊÞµ°£ºÌúÉÈ¹«Ö÷
2	30320025	29959	0	95	255	ÕäÊÞµ°£ºÌúÉÈ¹«Ö÷
2	30320026	30329	0	5	44	ÕäÊÞµ°£º¶þÀÉÕæ¾ý
2	30320026	30339	0	45	54	ÕäÊÞµ°£º¶þÀÉÕæ¾ý
2	30320026	30349	0	55	64	ÕäÊÞµ°£º¶þÀÉÕæ¾ý
2	30320026	30359	0	65	74	ÕäÊÞµ°£º¶þÀÉÕæ¾ý
2	30320026	30369	0	75	84	ÕäÊÞµ°£º¶þÀÉÕæ¾ý
2	30320026	30379	0	85	94	ÕäÊÞµ°£º¶þÀÉÕæ¾ý
2	30320026	30389	0	95	255	ÕäÊÞµ°£º¶þÀÉÕæ¾ý
2	30320027	30409	0	5	44	ÕäÊÞµ°£ºÁúÈýÌ«×Ó
2	30320027	30419	0	45	54	ÕäÊÞµ°£ºÁúÈýÌ«×Ó
2	30320027	30429	0	55	64	ÕäÊÞµ°£ºÁúÈýÌ«×Ó
2	30320027	30439	0	65	74	ÕäÊÞµ°£ºÁúÈýÌ«×Ó
2	30320027	30449	0	75	84	ÕäÊÞµ°£ºÁúÈýÌ«×Ó
2	30320027	30459	0	85	94	ÕäÊÞµ°£ºÁúÈýÌ«×Ó
2	30320027	30469	0	95	255	ÕäÊÞµ°£ºÁúÈýÌ«×Ó
2	30320028	30509	0	5	44	ÕäÊÞµ°£ººüÐ¡ÏÉ
2	30320028	30519	0	45	54	ÕäÊÞµ°£ººüÐ¡ÏÉ
2	30320028	30529	0	55	64	ÕäÊÞµ°£ººüÐ¡ÏÉ
2	30320028	30539	0	65	74	ÕäÊÞµ°£ººüÐ¡ÏÉ
2	30320028	30549	0	75	84	ÕäÊÞµ°£ººüÐ¡ÏÉ
2	30320028	30559	0	85	94	ÕäÊÞµ°£ººüÐ¡ÏÉ
2	30320028	30569	0	95	255	ÕäÊÞµ°£ººüÐ¡ÏÉ
2	30320029	34189	0	5	44	ÕäÊÞµ°£º¼ºº¥ÐÇ¾ý
2	30320029	34199	0	45	54	ÕäÊÞµ°£º¼ºº¥ÐÇ¾ý
2	30320029	34209	0	55	64	ÕäÊÞµ°£º¼ºº¥ÐÇ¾ý
2	30320029	34219	0	65	74	ÕäÊÞµ°£º¼ºº¥ÐÇ¾ý
2	30320029	34229	0	75	84	ÕäÊÞµ°£º¼ºº¥ÐÇ¾ý
2	30320029	34239	0	85	94	ÕäÊÞµ°£º¼ºº¥ÐÇ¾ý
2	30320029	34249	0	95	255	ÕäÊÞµ°£º¼ºº¥ÐÇ¾ý
2	30320030	34329	0	5	44	ÕäÊÞµ°£ºÆß±¦Ô§Ñì
2	30320030	34339	0	45	54	ÕäÊÞµ°£ºÆß±¦Ô§Ñì
2	30320030	34349	0	55	64	ÕäÊÞµ°£ºÆß±¦Ô§Ñì
2	30320030	34359	0	65	74	ÕäÊÞµ°£ºÆß±¦Ô§Ñì
2	30320030	34369	0	75	84	ÕäÊÞµ°£ºÆß±¦Ô§Ñì
