INT	INT	STRING	INT
643	50721107	黄冥晶石(7级·7级)	1454352
644	50721108	黄冥晶石·红利(7级·1级)	730482
645	50721109	黄冥晶石·红利(7级·2级)	730830
646	50721110	黄冥晶石·红利(7级·3级)	732558
647	50721111	黄冥晶石·红利(7级·4级)	739750
648	50721112	黄冥晶石·红利(7级·5级)	776190
649	50721113	黄冥晶石·红利(7级·6级)	924798
650	50721114	黄冥晶石·红利(7级·7级)	1454352
651	50721201	蓝冥晶石(7级·1级)	730482
652	50721202	蓝冥晶石(7级·2级)	730830
653	50721203	蓝冥晶石(7级·3级)	732558
654	50721204	蓝冥晶石(7级·4级)	739750
655	50721205	蓝冥晶石(7级·5级)	776190
656	50721206	蓝冥晶石(7级·6级)	924798
657	50721207	蓝冥晶石(7级·7级)	1454352
658	50721208	蓝冥晶石·红利(7级·1级)	730482
659	50721209	蓝冥晶石·红利(7级·2级)	730830
660	50721210	蓝冥晶石·红利(7级·3级)	732558
661	50721211	蓝冥晶石·红利(7级·4级)	739750
662	50721212	蓝冥晶石·红利(7级·5级)	776190
663	50721213	蓝冥晶石·红利(7级·6级)	924798
664	50721214	蓝冥晶石·红利(7级·7级)	1454352
665	50721301	红冥晶石(7级·1级)	730482
666	50721302	红冥晶石(7级·2级)	730830
667	50721303	红冥晶石(7级·3级)	732558
668	50721304	红冥晶石(7级·4级)	739750
669	50721305	红冥晶石(7级·5级)	776190
670	50721306	红冥晶石(7级·6级)	924798
671	50721307	红冥晶石(7级·7级)	1454352
672	50721308	红冥晶石·红利(7级·1级)	730482
673	50721309	红冥晶石·红利(7级·2级)	730830
674	50721310	红冥晶石·红利(7级·3级)	732558
675	50721311	红冥晶石·红利(7级·4级)	739750
676	50721312	红冥晶石·红利(7级·5级)	776190
677	50721313	红冥晶石·红利(7级·6级)	924798
678	50721314	红冥晶石·红利(7级·7级)	1454352
679	50721401	绿冥晶石(7级·1级)	730482
680	50721402	绿冥晶石(7级·2级)	730830
681	50721403	绿冥晶石(7级·3级)	732558
682	50721404	绿冥晶石(7级·4级)	739750
683	50721405	绿冥晶石(7级·5级)	776190
684	50721406	绿冥晶石(7级·6级)	924798
685	50721407	绿冥晶石(7级·7级)	1454352
686	50721408	绿冥晶石·红利(7级·1级)	730482
687	50721409	绿冥晶石·红利(7级·2级)	730830
688	50721410	绿冥晶石·红利(7级·3级)	732558
689	50721411	绿冥晶石·红利(7级·4级)	739750
690	50721412	绿冥晶石·红利(7级·5级)	776190
691	50721413	绿冥晶石·红利(7级·6级)	924798
692	50721414	绿冥晶石·红利(7级·7级)	1454352
693	50726001	黄冥石·分期(7级)	730398
694	50726002	蓝冥石·分期(7级)	730398
695	50726003	红冥石·分期(7级)	730398
696	50726004	绿冥石·分期(7级)	730398
697	50801001	猫眼石(8级)	961990
698	50801002	虎眼石(8级)	961990
699	50801003	猫眼石·红利(8级)	961990
700	50801004	虎眼石·红利(8级)	961990
701	50802001	黄晶石(8级)	961990
702	50802002	蓝晶石(8级)	961990
703	50802003	红晶石(8级)	961990
704	50802004	绿晶石(8级)	961990
705	50802005	纯净黄晶石(8级)	963390
706	50802006	纯净蓝晶石(8级)	963390
707	50802007	纯净红晶石(8级)	963390
708	50802008	纯净绿晶石(8级)	963390
709	50802009	黄晶石·红利(8级)	961990
710	50802010	蓝晶石·红利(8级)	961990
711	50802011	红晶石·红利(8级)	961990
712	50802012	绿晶石·红利(8级)	961990
713	50802013	纯净黄晶石·红利(8级)	963390
714	50802014	纯净蓝晶石·红利(8级)	963390
715	50802015	纯净红晶石·红利(8级)	963390
716	50802016	纯净绿晶石·红利(8级)	963390
717	50803001	紫玉(8级)	961990
718	50803002	紫玉·红利(8级)	961990
719	50804002	变石(8级)	961990
720	50804003	变石·红利(8级)	961990
721	50811001	石榴石(8级)	961990
722	50811002	尖晶石(8级)	961990
723	50811003	石榴石·红利(8级)	961990
724	50811004	尖晶石·红利(8级)	961990
725	50812001	黄玉(8级)	961990
726	50812002	皓石(8级)	961990
727	50812003	月光石(8级)	961990
728	50812004	碧玺(8级)	961990
729	50812005	纯净黄玉(8级)	963390
730	50812006	纯净皓石(8级)	963390
731	50812007	纯净月光石(8级)	963390
732	50812008	纯净碧玺(8级)	963390
733	50812009	黄玉·红利(8级)	961990
734	50812010	皓石·红利(8级)	961990
735	50812011	月光石·红利(8级)	961990
736	50812012	碧玺·红利(8级)	961990
737	50812013	纯净黄玉·红利(8级)	963390
738	50812014	纯净皓石·红利(8级)	963390
739	50812015	纯净月光石·红利(8级)	963390
740	50812016	纯净碧玺·红利(8级)	963390
741	50813001	黄宝石(8级)	961990
742	50813002	蓝宝石(8级)	961990
743	50813003	绿宝石(8级)	961990
744	50813004	红宝石(8级)	961990
745	50813005	黑宝石(8级)	961990
746	50813006	血精石(8级)	1001990
747	50813007	黄宝石·红利(8级)	961990
748	50813008	蓝宝石·红利(8级)	961990
749	50813009	绿宝石·红利(8级)	961990
750	50813010	红宝石·红利(8级)	961990
751	50813011	黑宝石·红利(8级)	961990
752	50813012	血精石·红利(8级)	1001990
753	50814001	祖母绿(8级)	961990
754	50814002	祖母绿·红利(8级)	961990
755	50821001	黄冥石(8级)	2921990
756	50821002	蓝冥石(8级)	2921990
757	50821003	红冥石(8级)	2921990
758	50821004	绿冥石(8级)	2921990
759	50821005	黄冥石·红利(8级)	2921990
760	50821006	蓝冥石·红利(8级)	2921990
761	50821007	红冥石·红利(8级)	2921990
762	50821008	绿冥石·红利(8级)	2921990
763	50821101	黄冥晶石(8级·1级)	2922074
764	50821102	黄冥晶石(8级·2级)	2922422
765	50821103	黄冥晶石(8级·3级)	2924150
766	50821104	黄冥晶石(8级·4级)	2931342
767	50821105	黄冥晶石(8级·5级)	2967782
768	50821106	黄冥晶石(8级·6级)	3116390
769	50821107	黄冥晶石(8级·7级)	3645944
770	50821108	黄冥晶石(8级·8级)	5812160
771	50821109	黄冥晶石·红利(8级·1级)	2922074
772	50821110	黄冥晶石·红利(8级·2级)	2922422
773	50821111	黄冥晶石·红利(8级·3级)	2924150
774	50821112	黄冥晶石·红利(8级·4级)	2931342
775	50821113	黄冥晶石·红利(8级·5级)	2967782
776	50821114	黄冥晶石·红利(8级·6级)	3116390
777	50821115	黄冥晶石·红利(8级·7级)	3645944
778	50821116	黄冥晶石·红利(8级·8级)	5812160
779	50821201	蓝冥晶石(8级·1级)	2922074
780	50821202	蓝冥晶石(8级·2级)	2922422
781	50821203	蓝冥晶石(8级·3级)	2924150
782	50821204	蓝冥晶石(8级·4级)	2931342
783	50821205	蓝冥晶石(8级·5级)	2967782
784	50821206	蓝冥晶石(8级·6级)	3116390
785	50821207	蓝冥晶石(8级·7级)	3645944
786	50821208	蓝冥晶石(8级·8级)	5812160
787	50821209	蓝冥晶石·红利(8级·1级)	2922074
788	50821210	蓝冥晶石·红利(8级·2级)	2922422
789	50821211	蓝冥晶石·红利(8级·3级)	2924150
790	50821212	蓝冥晶石·红利(8级·4级)	2931342
791	50821213	蓝冥晶石·红利(8级·5级)	2967782
792	50821214	蓝冥晶石·红利(8级·6级)	3116390
793	50821215	蓝冥晶石·红利(8级·7级)	3645944
794	50821216	蓝冥晶石·红利(8级·8级)	5812160
795	50821301	红冥晶石(8级·1级)	2922074
796	50821302	红冥晶石(8级·2级)	2922422
797	50821303	红冥晶石(8级·3级)	2924150
798	50821304	红冥晶石(8级·4级)	2931342
799	50821305	红冥晶石(8级·5级)	2967782
800	50821306	红冥晶石(8级·6级)	3116390
801	50821307	红冥晶石(8级·7级)	3645944
802	50821308	红冥晶石(8级·8级)	5812160
803	50821309	红冥晶石·红利(8级·1级)	2922074
804	50821310	红冥晶石·红利(8级·2级)	2922422
805	50821311	红冥晶石·红利(8级·3级)	2924150
806	50821312	红冥晶石·红利(8级·4级)	2931342
807	50821313	红冥晶石·红利(8级·5级)	2967782
808	50821314	红冥晶石·红利(8级·6级)	3116390
809	50821315	红冥晶石·红利(8级·7级)	3645944
810	50821316	红冥晶石·红利(8级·8级)	5812160
811	50821401	绿冥晶石(8级·1级)	2922074
812	50821402	绿冥晶石(8级·2级)	2922422
813	50821403	绿冥晶石(8级·3级)	2924150
814	50821404	绿冥晶石(8级·4级)	2931342
815	50821405	绿冥晶石(8级·5级)	2967782
816	50821406	绿冥晶石(8级·6级)	3116390
817	50821407	绿冥晶石(8级·7级)	3645944
818	50821408	绿冥晶石(8级·8级)	5812160
819	50821409	绿冥晶石·红利(8级·1级)	2922074
820	50821410	绿冥晶石·红利(8级·2级)	2922422
821	50821411	绿冥晶石·红利(8级·3级)	2924150
822	50821412	绿冥晶石·红利(8级·4级)	2931342
823	50821413	绿冥晶石·红利(8级·5级)	2967782
824	50821414	绿冥晶石·红利(8级·6级)	3116390
825	50821415	绿冥晶石·红利(8级·7级)	3645944
826	50821416	绿冥晶石·红利(8级·8级)	5812160
827	50901001	猫眼石(9级)	2886368
828	50901002	虎眼石(9级)	2886368
829	50901003	猫眼石·红利(9级)	2886368
830	50901004	虎眼石·红利(9级)	2886368
831	50902001	黄晶石(9级)	2886368
832	50902002	蓝晶石(9级)	2886368
833	50902003	红晶石(9级)	2886368
834	50902004	绿晶石(9级)	2886368
835	50902005	纯净黄晶石(9级)	2890568
836	50902006	纯净蓝晶石(9级)	2890568
837	50902007	纯净红晶石(9级)	2890568
838	50902008	纯净绿晶石(9级)	2890568
839	50902009	黄晶石·红利(9级)	2886368
840	50902010	蓝晶石·红利(9级)	2886368
841	50902011	红晶石·红利(9级)	2886368
842	50902012	绿晶石·红利(9级)	2886368
843	50902013	纯净黄晶石·红利(9级)	2890568
844	50902014	纯净蓝晶石·红利(9级)	2890568
845	50902015	纯净红晶石·红利(9级)	2890568
846	50902016	纯净绿晶石·红利(9级)	2890568
847	50903001	紫玉(9级)	2886368
848	50903002	紫玉·红利(9级)	2886368
849	50904002	变石(9级)	2886368
850	50904003	变石·红利(9级)	2886368
851	50911001	石榴石(9级)	2886368
852	50911002	尖晶石(9级)	2886368
853	50911003	石榴石·红利(9级)	2886368
854	50911004	尖晶石·红利(9级)	2886368
855	50912001	黄玉(9级)	2886368
856	50912002	皓石(9级)	2886368
857	50912003	月光石(9级)	2886368
858	50912004	碧玺(9级)	2886368
859	50912005	纯净黄玉(9级)	2890568
860	50912006	纯净皓石(9级)	2890568
861	50912007	纯净月光石(9级)	2890568
862	50912008	纯净碧玺(9级)	2890568
863	50912009	黄玉·红利(9级)	2886368
864	50912010	皓石·红利(9级)	2886368
865	50912011	月光石·红利(9级)	2886368
866	50912012	碧玺·红利(9级)	2886368
867	50912013	纯净黄玉·红利(9级)	2890568
868	50912014	纯净皓石·红利(9级)	2890568
869	50912015	纯净月光石·红利(9级)	2890568
870	50912016	纯净碧玺·红利(9级)	2890568
871	50913001	黄宝石(9级)	2886368
872	50913002	蓝宝石(9级)	2886368
873	50913003	绿宝石(9级)	2886368
874	50913004	红宝石(9级)	2886368
875	50913005	黑宝石(9级)	2886368
876	50913006	血精石(9级)	3006368
877	50913007	黄宝石·红利(9级)	2886368
878	50913008	蓝宝石·红利(9级)	2886368
879	50913009	绿宝石·红利(9级)	2886368
880	50913010	红宝石·红利(9级)	2886368
881	50913011	黑宝石·红利(9级)	2886368
882	50913012	血精石·红利(9级)	3006368
883	50914001	祖母绿(9级)	2886368
884	50914002	祖母绿·红利(9级)	2886368
885	50921001	黄冥石(9级)	8766368
886	50921002	蓝冥石(9级)	8766368
887	50921003	红冥石(9级)	8766368
888	50921004	绿冥石(9级)	8766368
889	50921005	黄冥石·红利(9级)	8766368
890	50921006	蓝冥石·红利(9级)	8766368
891	50921007	红冥石·红利(9级)	8766368
892	50921008	绿冥石·红利(9级)	8766368
893	50921101	黄冥晶石(9级·1级)	8766452
894	50921102	黄冥晶石(9级·2级)	8766800
895	50921103	黄冥晶石(9级·3级)	8768528
896	50921104	黄冥晶石(9级·4级)	8775720
897	50921105	黄冥晶石(9级·5级)	8812160
898	50921106	黄冥晶石(9级·6级)	8960768
899	50921107	黄冥晶石(9级·7级)	9490322
900	50921108	黄冥晶石(9级·8级)	11656538
901	50921109	黄冥晶石(9级·9级)	17438072
902	50921110	黄冥晶石·红利(9级·1级)	8766452
903	50921111	黄冥晶石·红利(9级·2级)	8766800
904	50921112	黄冥晶石·红利(9级·3级)	8768528
905	50921113	黄冥晶石·红利(9级·4级)	8775720
906	50921114	黄冥晶石·红利(9级·5级)	8812160
907	50921115	黄冥晶石·红利(9级·6级)	8960768
908	50921116	黄冥晶石·红利(9级·7级)	9490322
909	50921117	黄冥晶石·红利(9级·8级)	11656538
910	50921118	黄冥晶石·红利(9级·9级)	17438072
911	50921201	蓝冥晶石(9级·1级)	8766452
912	50921202	蓝冥晶石(9级·2级)	8766800
913	50921203	蓝冥晶石(9级·3级)	8768528
914	50921204	蓝冥晶石(9级·4级)	8775720
915	50921205	蓝冥晶石(9级·5级)	8812160
916	50921206	蓝冥晶石(9级·6级)	8960768
917	50921207	蓝冥晶石(9级·7级)	9490322
918	50921208	蓝冥晶石(9级·8级)	11656538
919	50921209	蓝冥晶石(9级·9级)	17438072
920	50921210	蓝冥晶石·红利(9级·1级)	8766452
921	50921211	蓝冥晶石·红利(9级·2级)	8766800
922	50921212	蓝冥晶石·红利(9级·3级)	8768528
923	50921213	蓝冥晶石·红利(9级·4级)	8775720
924	50921214	蓝冥晶石·红利(9级·5级)	8812160
925	50921215	蓝冥晶石·红利(9级·6级)	8960768
926	50921216	蓝冥晶石·红利(9级·7级)	9490322
927	50921217	蓝冥晶石·红利(9级·8级)	11656538
928	50921218	蓝冥晶石·红利(9级·9级)	17438072
929	50921301	红冥晶石(9级·1级)	8766452
930	50921302	红冥晶石(9级·2级)	8766800
931	50921303	红冥晶石(9级·3级)	8768528
932	50921304	红冥晶石(9级·4级)	8775720
933	50921305	红冥晶石(9级·5级)	8812160
934	50921306	红冥晶石(9级·6级)	8960768
935	50921307	红冥晶石(9级·7级)	9490322
936	50921308	红冥晶石(9级·8级)	11656538
937	50921309	红冥晶石(9级·9级)	17438072
938	50921310	红冥晶石·红利(9级·1级)	8766452
939	50921311	红冥晶石·红利(9级·2级)	8766800
940	50921312	红冥晶石·红利(9级·3级)	8768528
941	50921313	红冥晶石·红利(9级·4级)	8775720
942	50921314	红冥晶石·红利(9级·5级)	8812160
943	50921315	红冥晶石·红利(9级·6级)	8960768
944	50921316	红冥晶石·红利(9级·7级)	9490322
945	50921317	红冥晶石·红利(9级·8级)	11656538
946	50921318	红冥晶石·红利(9级·9级)	17438072
947	50921401	绿冥晶石(9级·1级)	8766452
948	50921402	绿冥晶石(9级·2级)	8766800
949	50921403	绿冥晶石(9级·3级)	8768528
950	50921404	绿冥晶石(9级·4级)	8775720
951	50921405	绿冥晶石(9级·5级)	8812160
952	50921406	绿冥晶石(9级·6级)	8960768
953	50921407	绿冥晶石(9级·7级)	9490322
954	50921408	绿冥晶石(9级·8级)	11656538
955	50921409	绿冥晶石(9级·9级)	17438072
956	50921410	绿冥晶石·红利(9级·1级)	8766452
957	50921411	绿冥晶石·红利(9级·2级)	8766800
958	50921412	绿冥晶石·红利(9级·3级)	8768528
959	50921413	绿冥晶石·红利(9级·4级)	8775720
960	50921414	绿冥晶石·红利(9级·5级)	8812160
961	50921415	绿冥晶石·红利(9级·6级)	8960768
962	50921416	绿冥晶石·红利(9级·7级)	9490322
963	50921417	绿冥晶石·红利(9级·8级)	11656538
964	50921418	绿冥晶石·红利(9级·9级)	17438072
