INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
472	4	77	1000	250	76	390	390	390	390	390	390	0	1034
473	4	78	1000	250	77	390	390	390	390	390	390	0	1056
474	4	79	1000	250	78	390	390	390	390	390	390	0	1078
475	4	80	1000	250	79	390	390	390	390	390	390	0	1100
476	4	81	1000	250	80	390	390	390	390	390	390	0	1125
477	4	82	1000	200	81	390	390	390	390	390	390	0	1150
478	4	83	1000	200	82	390	390	390	390	390	390	0	1175
479	4	84	1000	200	83	390	390	390	390	390	390	0	1200
480	4	85	1000	200	84	390	390	390	390	390	390	0	1225
481	4	86	1000	200	85	390	390	390	390	390	390	0	1250
482	4	87	1000	200	86	390	390	390	390	390	390	0	1275
483	4	88	1000	200	87	390	390	390	390	390	390	0	1300
484	4	89	1000	200	88	390	390	390	390	390	390	0	1325
485	4	90	1000	100	89	390	390	390	390	390	390	0	1350
486	4	91	1000	100	90	390	390	390	390	390	390	0	1380
487	4	92	1000	100	91	390	390	390	390	390	390	0	1410
488	4	93	1000	100	92	390	390	390	390	390	390	0	1440
489	4	94	1000	100	93	390	390	390	390	390	390	0	1470
490	4	95	1000	100	94	390	390	390	390	390	390	0	1500
491	4	96	1000	100	95	390	390	390	390	390	390	0	1530
492	4	97	1000	100	96	390	390	390	390	390	390	0	1560
493	4	98	1000	100	97	390	390	390	390	390	390	0	1590
494	4	99	1000	100	98	390	390	390	390	390	390	0	1620
495	5	1	100	7500	0	20	20	20	20	20	20	0	2
496	5	2	115	6000	1	30	30	30	30	30	30	0	4
497	5	3	132	5000	2	42	42	42	42	42	42	0	6
498	5	4	151	4500	3	60	60	60	60	60	60	0	10
499	5	5	173	3500	4	88	88	88	88	88	88	0	14
500	5	6	199	3000	5	140	140	140	140	140	140	0	20
501	5	7	228	2000	6	186	186	186	186	186	186	0	26
502	5	8	261	1000	7	270	270	270	270	270	270	0	34
503	5	9	300	1000	8	390	390	390	390	390	390	0	42
504	5	10	344	10000	9	390	390	390	390	390	390	0	50
505	5	11	393	8000	10	390	390	390	390	390	390	0	58
506	5	12	447	7900	11	390	390	390	390	390	390	0	66
507	5	13	506	7800	12	390	390	390	390	390	390	0	74
508	5	14	570	7700	13	390	390	390	390	390	390	0	82
509	5	15	639	7600	14	390	390	390	390	390	390	0	90
510	5	16	713	7500	15	390	390	390	390	390	390	0	98
511	5	17	792	7400	16	390	390	390	390	390	390	0	106
512	5	18	876	7300	17	390	390	390	390	390	390	0	114
513	5	19	965	7200	18	390	390	390	390	390	390	0	122
514	5	20	1000	7000	19	390	390	390	390	390	390	0	130
515	5	21	1000	5500	20	390	390	390	390	390	390	0	140
516	5	22	1000	4000	21	390	390	390	390	390	390	0	150
517	5	23	1000	3000	22	390	390	390	390	390	390	0	160
518	5	24	1000	2200	23	390	390	390	390	390	390	0	170
519	5	25	1000	2000	24	390	390	390	390	390	390	0	180
520	5	26	1000	1700	25	390	390	390	390	390	390	0	190
521	5	27	1000	1500	26	390	390	390	390	390	390	0	200
522	5	28	1000	1400	27	390	390	390	390	390	390	0	210
523	5	29	1000	1300	28	390	390	390	390	390	390	0	220
524	5	30	1000	1200	29	390	390	390	390	390	390	0	230
525	5	31	1000	1000	30	390	390	390	390	390	390	0	242
526	5	32	1000	800	31	390	390	390	390	390	390	0	254
527	5	33	1000	700	32	390	390	390	390	390	390	0	266
528	5	34	1000	500	33	390	390	390	390	390	390	0	278
529	5	35	1000	420	34	390	390	390	390	390	390	0	290
530	5	36	1000	420	35	390	390	390	390	390	390	0	302
531	5	37	1000	420	36	390	390	390	390	390	390	0	314
532	5	38	1000	420	37	390	390	390	390	390	390	0	326
533	5	39	1000	420	38	390	390	390	390	390	390	0	338
534	5	40	1000	420	39	390	390	390	390	390	390	0	350
535	5	41	1000	420	40	390	390	390	390	390	390	0	365
536	5	42	1000	420	41	390	390	390	390	390	390	0	380
537	5	43	1000	420	42	390	390	390	390	390	390	0	395
538	5	44	1000	420	43	390	390	390	390	390	390	0	410
539	5	45	1000	420	44	390	390	390	390	390	390	0	425
540	5	46	1000	420	45	390	390	390	390	390	390	0	440
541	5	47	1000	420	46	390	390	390	390	390	390	0	455
542	5	48	1000	420	47	390	390	390	390	390	390	0	470
543	5	49	1000	420	48	390	390	390	390	390	390	0	485
544	5	50	1000	400	49	390	390	390	390	390	390	0	500
545	5	51	1000	400	50	390	390	390	390	390	390	0	518
546	5	52	1000	400	51	390	390	390	390	390	390	0	536
547	5	53	1000	400	52	390	390	390	390	390	390	0	554
548	5	54	1000	400	53	390	390	390	390	390	390	0	572
549	5	55	1000	400	54	390	390	390	390	390	390	0	590
550	5	56	1000	400	55	390	390	390	390	390	390	0	608
551	5	57	1000	400	56	390	390	390	390	390	390	0	626
552	5	58	1000	400	57	390	390	390	390	390	390	0	644
553	5	59	1000	400	58	390	390	390	390	390	390	0	662
554	5	60	1000	400	59	390	390	390	390	390	390	0	680
555	5	61	1000	350	60	390	390	390	390	390	390	0	700
556	5	62	1000	350	61	390	390	390	390	390	390	0	720
557	5	63	1000	350	62	390	390	390	390	390	390	0	740
558	5	64	1000	350	63	390	390	390	390	390	390	0	760
559	5	65	1000	350	64	390	390	390	390	390	390	0	780
560	5	66	1000	350	65	390	390	390	390	390	390	0	800
561	5	67	1000	350	66	390	390	390	390	390	390	0	820
562	5	68	1000	350	67	390	390	390	390	390	390	0	840
563	5	69	1000	350	68	390	390	390	390	390	390	0	860
564	5	70	1000	350	69	390	390	390	390	390	390	0	880
565	5	71	1000	250	70	390	390	390	390	390	390	0	902
566	5	72	1000	250	71	390	390	390	390	390	390	0	924
567	5	73	1000	250	72	390	390	390	390	390	390	0	946
568	5	74	1000	250	73	390	390	390	390	390	390	0	968
569	5	75	1000	250	74	390	390	390	390	390	390	0	990
570	5	76	1000	250	75	390	390	390	390	390	390	0	1012
571	5	77	1000	250	76	390	390	390	390	390	390	0	1034
572	5	78	1000	250	77	390	390	390	390	390	390	0	1056
573	5	79	1000	250	78	390	390	390	390	390	390	0	1078
574	5	80	1000	250	79	390	390	390	390	390	390	0	1100
575	5	81	1000	250	80	390	390	390	390	390	390	0	1125
576	5	82	1000	200	81	390	390	390	390	390	390	0	1150
577	5	83	1000	200	82	390	390	390	390	390	390	0	1175
578	5	84	1000	200	83	390	390	390	390	390	390	0	1200
579	5	85	1000	200	84	390	390	390	390	390	390	0	1225
580	5	86	1000	200	85	390	390	390	390	390	390	0	1250
581	5	87	1000	200	86	390	390	390	390	390	390	0	1275
582	5	88	1000	200	87	390	390	390	390	390	390	0	1300
583	5	89	1000	200	88	390	390	390	390	390	390	0	1325
584	5	90	1000	100	89	390	390	390	390	390	390	0	1350
585	5	91	1000	100	90	390	390	390	390	390	390	0	1380
586	5	92	1000	100	91	390	390	390	390	390	390	0	1410
587	5	93	1000	100	92	390	390	390	390	390	390	0	1440
588	5	94	1000	100	93	390	390	390	390	390	390	0	1470
589	5	95	1000	100	94	390	390	390	390	390	390	0	1500
590	5	96	1000	100	95	390	390	390	390	390	390	0	1530
591	5	97	1000	100	96	390	390	390	390	390	390	0	1560
592	5	98	1000	100	97	390	390	390	390	390	390	0	1590
593	5	99	1000	100	98	390	390	390	390	390	390	0	1620
594	6	1	100	7500	0	20	20	20	20	20	20	2	0
595	6	2	115	6000	1	30	30	30	30	30	30	4	0
596	6	3	132	5000	2	42	42	42	42	42	42	6	0
597	6	4	151	4500	3	60	60	60	60	60	60	10	0
598	6	5	173	3500	4	88	88	88	88	88	88	14	0
599	6	6	199	3000	5	140	140	140	140	140	140	20	0
600	6	7	228	2000	6	186	186	186	186	186	186	26	0
601	6	8	261	1000	7	270	270	270	270	270	270	34	0
602	6	9	300	1000	8	390	390	390	390	390	390	42	0
603	6	10	344	10000	9	390	390	390	390	390	390	50	0
604	6	11	393	8000	10	390	390	390	390	390	390	58	0
605	6	12	447	7900	11	390	390	390	390	390	390	66	0
606	6	13	506	7800	12	390	390	390	390	390	390	74	0
607	6	14	570	7700	13	390	390	390	390	390	390	82	0
608	6	15	639	7600	14	390	390	390	390	390	390	90	0
609	6	16	713	7500	15	390	390	390	390	390	390	98	0
610	6	17	792	7400	16	390	390	390	390	390	390	106	0
611	6	18	876	7300	17	390	390	390	390	390	390	114	0
612	6	19	965	7200	18	390	390	390	390	390	390	122	0
613	6	20	1000	7000	19	390	390	390	390	390	390	130	0
614	6	21	1000	5500	20	390	390	390	390	390	390	140	0
615	6	22	1000	4000	21	390	390	390	390	390	390	150	0
616	6	23	1000	3000	22	390	390	390	390	390	390	160	0
617	6	24	1000	2200	23	390	390	390	390	390	390	170	0
618	6	25	1000	2000	24	390	390	390	390	390	390	180	0
619	6	26	1000	1700	25	390	390	390	390	390	390	190	0
620	6	27	1000	1500	26	390	390	390	390	390	390	200	0
621	6	28	1000	1400	27	390	390	390	390	390	390	210	0
622	6	29	1000	1300	28	390	390	390	390	390	390	220	0
623	6	30	1000	1200	29	390	390	390	390	390	390	230	0
624	6	31	1000	1000	30	390	390	390	390	390	390	242	0
625	6	32	1000	800	31	390	390	390	390	390	390	254	0
626	6	33	1000	700	32	390	390	390	390	390	390	266	0
627	6	34	1000	500	33	390	390	390	390	390	390	278	0
628	6	35	1000	420	34	390	390	390	390	390	390	290	0
629	6	36	1000	420	35	390	390	390	390	390	390	302	0
630	6	37	1000	420	36	390	390	390	390	390	390	314	0
631	6	38	1000	420	37	390	390	390	390	390	390	326	0
632	6	39	1000	420	38	390	390	390	390	390	390	338	0
633	6	40	1000	420	39	390	390	390	390	390	390	350	0
634	6	41	1000	420	40	390	390	390	390	390	390	365	0
635	6	42	1000	420	41	390	390	390	390	390	390	380	0
636	6	43	1000	420	42	390	390	390	390	390	390	395	0
637	6	44	1000	420	43	390	390	390	390	390	390	410	0
638	6	45	1000	420	44	390	390	390	390	390	390	425	0
639	6	46	1000	420	45	390	390	390	390	390	390	440	0
640	6	47	1000	420	46	390	390	390	390	390	390	455	0
641	6	48	1000	420	47	390	390	390	390	390	390	470	0
642	6	49	1000	420	48	390	390	390	390	390	390	485	0
643	6	50	1000	400	49	390	390	390	390	390	390	500	0
644	6	51	1000	400	50	390	390	390	390	390	390	518	0
645	6	52	1000	400	51	390	390	390	390	390	390	536	0
646	6	53	1000	400	52	390	390	390	390	390	390	554	0
647	6	54	1000	400	53	390	390	390	390	390	390	572	0
648	6	55	1000	400	54	390	390	390	390	390	390	590	0
649	6	56	1000	400	55	390	390	390	390	390	390	608	0
650	6	57	1000	400	56	390	390	390	390	390	390	626	0
651	6	58	1000	400	57	390	390	390	390	390	390	644	0
652	6	59	1000	400	58	390	390	390	390	390	390	662	0
653	6	60	1000	400	59	390	390	390	390	390	390	680	0
654	6	61	1000	350	60	390	390	390	390	390	390	700	0
655	6	62	1000	350	61	390	390	390	390	390	390	720	0
656	6	63	1000	350	62	390	390	390	390	390	390	740	0
657	6	64	1000	350	63	390	390	390	390	390	390	760	0
658	6	65	1000	350	64	390	390	390	390	390	390	780	0
659	6	66	1000	350	65	390	390	390	390	390	390	800	0
660	6	67	1000	350	66	390	390	390	390	390	390	820	0
661	6	68	1000	350	67	390	390	390	390	390	390	840	0
662	6	69	1000	350	68	390	390	390	390	390	390	860	0
663	6	70	1000	350	69	390	390	390	390	390	390	880	0
664	6	71	1000	250	70	390	390	390	390	390	390	902	0
665	6	72	1000	250	71	390	390	390	390	390	390	924	0
666	6	73	1000	250	72	390	390	390	390	390	390	946	0
667	6	74	1000	250	73	390	390	390	390	390	390	968	0
668	6	75	1000	250	74	390	390	390	390	390	390	990	0
669	6	76	1000	250	75	390	390	390	390	390	390	1012	0
670	6	77	1000	250	76	390	390	390	390	390	390	1034	0
671	6	78	1000	250	77	390	390	390	390	390	390	1056	0
672	6	79	1000	250	78	390	390	390	390	390	390	1078	0
673	6	80	1000	250	79	390	390	390	390	390	390	1100	0
674	6	81	1000	250	80	390	390	390	390	390	390	1125	0
675	6	82	1000	200	81	390	390	390	390	390	390	1150	0
676	6	83	1000	200	82	390	390	390	390	390	390	1175	0
677	6	84	1000	200	83	390	390	390	390	390	390	1200	0
678	6	85	1000	200	84	390	390	390	390	390	390	1225	0
679	6	86	1000	200	85	390	390	390	390	390	390	1250	0
680	6	87	1000	200	86	390	390	390	390	390	390	1275	0
681	6	88	1000	200	87	390	390	390	390	390	390	1300	0
682	6	89	1000	200	88	390	390	390	390	390	390	1325	0
683	6	90	1000	100	89	390	390	390	390	390	390	1350	0
684	6	91	1000	100	90	390	390	390	390	390	390	1380	0
685	6	92	1000	100	91	390	390	390	390	390	390	1410	0
686	6	93	1000	100	92	390	390	390	390	390	390	1440	0
687	6	94	1000	100	93	390	390	390	390	390	390	1470	0
688	6	95	1000	100	94	390	390	390	390	390	390	1500	0
689	6	96	1000	100	95	390	390	390	390	390	390	1530	0
690	6	97	1000	100	96	390	390	390	390	390	390	1560	0
691	6	98	1000	100	97	390	390	390	390	390	390	1590	0
692	6	99	1000	100	98	390	390	390	390	390	390	1620	0
693	7	1	100	7500	0	20	20	20	20	20	20	2	0
694	7	2	115	6000	1	30	30	30	30	30	30	4	0
695	7	3	132	5000	2	42	42	42	42	42	42	6	0
696	7	4	151	4500	3	60	60	60	60	60	60	10	0
697	7	5	173	3500	4	88	88	88	88	88	88	14	0
698	7	6	199	3000	5	140	140	140	140	140	140	20	0
699	7	7	228	2000	6	186	186	186	186	186	186	26	0
700	7	8	261	1000	7	270	270	270	270	270	270	34	0
701	7	9	300	1000	8	390	390	390	390	390	390	42	0
702	7	10	344	10000	9	390	390	390	390	390	390	50	0
703	7	11	393	8000	10	390	390	390	390	390	390	58	0
704	7	12	447	7900	11	390	390	390	390	390	390	66	0
705	7	13	506	7800	12	390	390	390	390	390	390	74	0
706	7	14	570	7700	13	390	390	390	390	390	390	82	0
707	7	15	639	7600	14	390	390	390	390	390	390	90	0
708	7	16	713	7500	15	390	390	390	390	390	390	98	0
709	7	17	792	7400	16	390	390	390	390	390	390	106	0
710	7	18	876	7300	17	390	390	390	390	390	390	114	0
711	7	19	965	7200	18	390	390	390	390	390	390	122	0
712	7	20	1000	7000	19	390	390	390	390	390	390	130	0
713	7	21	1000	5500	20	390	390	390	390	390	390	140	0
714	7	22	1000	4000	21	390	390	390	390	390	390	150	0
715	7	23	1000	3000	22	390	390	390	390	390	390	160	0
716	7	24	1000	2200	23	390	390	390	390	390	390	170	0
717	7	25	1000	2000	24	390	390	390	390	390	390	180	0
718	7	26	1000	1700	25	390	390	390	390	390	390	190	0
719	7	27	1000	1500	26	390	390	390	390	390	390	200	0
720	7	28	1000	1400	27	390	390	390	390	390	390	210	0
721	7	29	1000	1300	28	390	390	390	390	390	390	220	0
722	7	30	1000	1200	29	390	390	390	390	390	390	230	0
723	7	31	1000	1000	30	390	390	390	390	390	390	242	0
724	7	32	1000	800	31	390	390	390	390	390	390	254	0
725	7	33	1000	700	32	390	390	390	390	390	390	266	0
726	7	34	1000	500	33	390	390	390	390	390	390	278	0
727	7	35	1000	420	34	390	390	390	390	390	390	290	0
728	7	36	1000	420	35	390	390	390	390	390	390	302	0
729	7	37	1000	420	36	390	390	390	390	390	390	314	0
730	7	38	1000	420	37	390	390	390	390	390	390	326	0
731	7	39	1000	420	38	390	390	390	390	390	390	338	0
732	7	40	1000	420	39	390	390	390	390	390	390	350	0
733	7	41	1000	420	40	390	390	390	390	390	390	365	0
734	7	42	1000	420	41	390	390	390	390	390	390	380	0
735	7	43	1000	420	42	390	390	390	390	390	390	395	0
736	7	44	1000	420	43	390	390	390	390	390	390	410	0
737	7	45	1000	420	44	390	390	390	390	390	390	425	0
738	7	46	1000	420	45	390	390	390	390	390	390	440	0
739	7	47	1000	420	46	390	390	390	390	390	390	455	0
740	7	48	1000	420	47	390	390	390	390	390	390	470	0
741	7	49	1000	420	48	390	390	390	390	390	390	485	0
742	7	50	1000	400	49	390	390	390	390	390	390	500	0
743	7	51	1000	400	50	390	390	390	390	390	390	518	0
744	7	52	1000	400	51	390	390	390	390	390	390	536	0
745	7	53	1000	400	52	390	390	390	390	390	390	554	0
746	7	54	1000	400	53	390	390	390	390	390	390	572	0
747	7	55	1000	400	54	390	390	390	390	390	390	590	0
748	7	56	1000	400	55	390	390	390	390	390	390	608	0
749	7	57	1000	400	56	390	390	390	390	390	390	626	0
750	7	58	1000	400	57	390	390	390	390	390	390	644	0
751	7	59	1000	400	58	390	390	390	390	390	390	662	0
752	7	60	1000	400	59	390	390	390	390	390	390	680	0
753	7	61	1000	350	60	390	390	390	390	390	390	700	0
754	7	62	1000	350	61	390	390	390	390	390	390	720	0
755	7	63	1000	350	62	390	390	390	390	390	390	740	0
756	7	64	1000	350	63	390	390	390	390	390	390	760	0
757	7	65	1000	350	64	390	390	390	390	390	390	780	0
758	7	66	1000	350	65	390	390	390	390	390	390	800	0
759	7	67	1000	350	66	390	390	390	390	390	390	820	0
760	7	68	1000	350	67	390	390	390	390	390	390	840	0
761	7	69	1000	350	68	390	390	390	390	390	390	860	0
762	7	70	1000	350	69	390	390	390	390	390	390	880	0
763	7	71	1000	250	70	390	390	390	390	390	390	902	0
764	7	72	1000	250	71	390	390	390	390	390	390	924	0
765	7	73	1000	250	72	390	390	390	390	390	390	946	0
766	7	74	1000	250	73	390	390	390	390	390	390	968	0
767	7	75	1000	250	74	390	390	390	390	390	390	990	0
768	7	76	1000	250	75	390	390	390	390	390	390	1012	0
769	7	77	1000	250	76	390	390	390	390	390	390	1034	0
770	7	78	1000	250	77	390	390	390	390	390	390	1056	0
771	7	79	1000	250	78	390	390	390	390	390	390	1078	0
772	7	80	1000	250	79	390	390	390	390	390	390	1100	0
773	7	81	1000	250	80	390	390	390	390	390	390	1125	0
774	7	82	1000	200	81	390	390	390	390	390	390	1150	0
775	7	83	1000	200	82	390	390	390	390	390	390	1175	0
776	7	84	1000	200	83	390	390	390	390	390	390	1200	0
777	7	85	1000	200	84	390	390	390	390	390	390	1225	0
778	7	86	1000	200	85	390	390	390	390	390	390	1250	0
779	7	87	1000	200	86	390	390	390	390	390	390	1275	0
780	7	88	1000	200	87	390	390	390	390	390	390	1300	0
781	7	89	1000	200	88	390	390	390	390	390	390	1325	0
782	7	90	1000	100	89	390	390	390	390	390	390	1350	0
783	7	91	1000	100	90	390	390	390	390	390	390	1380	0
784	7	92	1000	100	91	390	390	390	390	390	390	1410	0
785	7	93	1000	100	92	390	390	390	390	390	390	1440	0
786	7	94	1000	100	93	390	390	390	390	390	390	1470	0
787	7	95	1000	100	94	390	390	390	390	390	390	1500	0
788	7	96	1000	100	95	390	390	390	390	390	390	1530	0
789	7	97	1000	100	96	390	390	390	390	390	390	1560	0
790	7	98	1000	100	97	390	390	390	390	390	390	1590	0
791	7	99	1000	100	98	390	390	390	390	390	390	1620	0
792	8	1	100	7500	0	10	10	10	10	10	10	0	0
793	8	2	115	6000	1	15	15	15	15	15	15	0	0
794	8	3	132	5000	2	21	21	21	21	21	21	0	0
795	8	4	151	4500	3	30	30	30	30	30	30	0	0
796	8	5	173	3500	4	44	44	44	44	44	44	0	0
797	8	6	199	3000	5	70	70	70	70	70	70	0	0
798	8	7	228	2000	6	93	93	93	93	93	93	0	0
799	8	8	261	1000	7	135	135	135	135	135	135	0	0
800	8	9	300	1000	8	195	195	195	195	195	195	0	0
801	8	10	344	10000	9	195	195	195	195	195	195	0	0
802	8	11	393	8000	10	195	195	195	195	195	195	0	0
803	8	12	447	7900	11	195	195	195	195	195	195	0	0
804	8	13	506	7800	12	195	195	195	195	195	195	0	0
805	8	14	570	7700	13	195	195	195	195	195	195	0	0
806	8	15	639	7600	14	195	195	195	195	195	195	0	0
807	8	16	713	7500	15	195	195	195	195	195	195	0	0
808	8	17	792	7400	16	195	195	195	195	195	195	0	0
809	8	18	876	7300	17	195	195	195	195	195	195	0	0
810	8	19	965	7200	18	195	195	195	195	195	195	0	0
811	8	20	1000	7000	19	195	195	195	195	195	195	0	0
812	8	21	1000	5500	20	195	195	195	195	195	195	0	0
813	8	22	1000	4000	21	195	195	195	195	195	195	0	0
814	8	23	1000	3000	22	195	195	195	195	195	195	0	0
815	8	24	1000	2200	23	195	195	195	195	195	195	0	0
816	8	25	1000	2000	24	195	195	195	195	195	195	0	0
817	8	26	1000	1700	25	195	195	195	195	195	195	0	0
818	8	27	1000	1500	26	195	195	195	195	195	195	0	0
819	8	28	1000	1400	27	195	195	195	195	195	195	0	0
820	8	29	1000	1300	28	195	195	195	195	195	195	0	0
821	8	30	1000	1200	29	195	195	195	195	195	195	0	0
822	8	31	1000	1000	30	195	195	195	195	195	195	0	0
823	8	32	1000	800	31	195	195	195	195	195	195	0	0
824	8	33	1000	700	32	195	195	195	195	195	195	0	0
825	8	34	1000	500	33	195	195	195	195	195	195	0	0
826	8	35	1000	420	34	195	195	195	195	195	195	0	0
827	8	36	1000	420	35	195	195	195	195	195	195	0	0
828	8	37	1000	420	36	195	195	195	195	195	195	0	0
829	8	38	1000	420	37	195	195	195	195	195	195	0	0
830	8	39	1000	420	38	195	195	195	195	195	195	0	0
831	8	40	1000	420	39	195	195	195	195	195	195	0	0
832	8	41	1000	420	40	195	195	195	195	195	195	0	0
833	8	42	1000	420	41	195	195	195	195	195	195	0	0
834	8	43	1000	420	42	195	195	195	195	195	195	0	0
835	8	44	1000	420	43	195	195	195	195	195	195	0	0
836	8	45	1000	420	44	195	195	195	195	195	195	0	0
837	8	46	1000	420	45	195	195	195	195	195	195	0	0
838	8	47	1000	420	46	195	195	195	195	195	195	0	0
839	8	48	1000	420	47	195	195	195	195	195	195	0	0
840	8	49	1000	420	48	195	195	195	195	195	195	0	0
841	8	50	1000	400	49	195	195	195	195	195	195	0	0
842	8	51	1000	400	50	195	195	195	195	195	195	0	0
843	8	52	1000	400	51	195	195	195	195	195	195	0	0
844	8	53	1000	400	52	195	195	195	195	195	195	0	0
845	8	54	1000	400	53	195	195	195	195	195	195	0	0
846	8	55	1000	400	54	195	195	195	195	195	195	0	0
847	8	56	1000	400	55	195	195	195	195	195	195	0	0
848	8	57	1000	400	56	195	195	195	195	195	195	0	0
849	8	58	1000	400	57	195	195	195	195	195	195	0	0
850	8	59	1000	400	58	195	195	195	195	195	195	0	0
851	8	60	1000	400	59	195	195	195	195	195	195	0	0
852	8	61	1000	350	60	195	195	195	195	195	195	0	0
853	8	62	1000	350	61	195	195	195	195	195	195	0	0
854	8	63	1000	350	62	195	195	195	195	195	195	0	0
855	8	64	1000	350	63	195	195	195	195	195	195	0	0
856	8	65	1000	350	64	195	195	195	195	195	195	0	0
857	8	66	1000	350	65	195	195	195	195	195	195	0	0
858	8	67	1000	350	66	195	195	195	195	195	195	0	0
859	8	68	1000	350	67	195	195	195	195	195	195	0	0
860	8	69	1000	350	68	195	195	195	195	195	195	0	0
861	8	70	1000	350	69	195	195	195	195	195	195	0	0
862	8	71	1000	250	70	195	195	195	195	195	195	0	0
863	8	72	1000	250	71	195	195	195	195	195	195	0	0
864	8	73	1000	250	72	195	195	195	195	195	195	0	0
865	8	74	1000	250	73	195	195	195	195	195	195	0	0
866	8	75	1000	250	74	195	195	195	195	195	195	0	0
867	8	76	1000	250	75	195	195	195	195	195	195	0	0
868	8	77	1000	250	76	195	195	195	195	195	195	0	0
869	8	78	1000	250	77	195	195	195	195	195	195	0	0
870	8	79	1000	250	78	195	195	195	195	195	195	0	0
871	8	80	1000	250	79	195	195	195	195	195	195	0	0
872	8	81	1000	250	80	195	195	195	195	195	195	0	0
873	8	82	1000	200	81	195	195	195	195	195	195	0	0
874	8	83	1000	200	82	195	195	195	195	195	195	0	0
875	8	84	1000	200	83	195	195	195	195	195	195	0	0
876	8	85	1000	200	84	195	195	195	195	195	195	0	0
877	8	86	1000	200	85	195	195	195	195	195	195	0	0
878	8	87	1000	200	86	195	195	195	195	195	195	0	0
879	8	88	1000	200	87	195	195	195	195	195	195	0	0
880	8	89	1000	200	88	195	195	195	195	195	195	0	0
881	8	90	1000	100	89	195	195	195	195	195	195	0	0
882	8	91	1000	100	90	195	195	195	195	195	195	0	0
883	8	92	1000	100	91	195	195	195	195	195	195	0	0
884	8	93	1000	100	92	195	195	195	195	195	195	0	0
885	8	94	1000	100	93	195	195	195	195	195	195	0	0
886	8	95	1000	100	94	195	195	195	195	195	195	0	0
887	8	96	1000	100	95	195	195	195	195	195	195	0	0
888	8	97	1000	100	96	195	195	195	195	195	195	0	0
889	8	98	1000	100	97	195	195	195	195	195	195	0	0
890	8	99	1000	100	98	195	195	195	195	195	195	0	0
891	9	1	100	7500	0	10	10	10	10	10	10	0	0
892	9	2	115	6000	1	15	15	15	15	15	15	0	0
893	9	3	132	5000	2	21	21	21	21	21	21	0	0
894	9	4	151	4500	3	30	30	30	30	30	30	0	0
895	9	5	173	3500	4	44	44	44	44	44	44	0	0
896	9	6	199	3000	5	70	70	70	70	70	70	0	0
897	9	7	228	2000	6	93	93	93	93	93	93	0	0
898	9	8	261	1000	7	135	135	135	135	135	135	0	0
899	9	9	300	1000	8	195	195	195	195	195	195	0	0
900	9	10	344	10000	9	195	195	195	195	195	195	0	0
901	9	11	393	8000	10	195	195	195	195	195	195	0	0
902	9	12	447	7900	11	195	195	195	195	195	195	0	0
903	9	13	506	7800	12	195	195	195	195	195	195	0	0
904	9	14	570	7700	13	195	195	195	195	195	195	0	0
905	9	15	639	7600	14	195	195	195	195	195	195	0	0
906	9	16	713	7500	15	195	195	195	195	195	195	0	0
907	9	17	792	7400	16	195	195	195	195	195	195	0	0
908	9	18	876	7300	17	195	195	195	195	195	195	0	0
909	9	19	965	7200	18	195	195	195	195	195	195	0	0
910	9	20	1000	7000	19	195	195	195	195	195	195	0	0
911	9	21	1000	5500	20	195	195	195	195	195	195	0	0
912	9	22	1000	4000	21	195	195	195	195	195	195	0	0
913	9	23	1000	3000	22	195	195	195	195	195	195	0	0
914	9	24	1000	2200	23	195	195	195	195	195	195	0	0
915	9	25	1000	2000	24	195	195	195	195	195	195	0	0
916	9	26	1000	1700	25	195	195	195	195	195	195	0	0
917	9	27	1000	1500	26	195	195	195	195	195	195	0	0
918	9	28	1000	1400	27	195	195	195	195	195	195	0	0
919	9	29	1000	1300	28	195	195	195	195	195	195	0	0
920	9	30	1000	1200	29	195	195	195	195	195	195	0	0
921	9	31	1000	1000	30	195	195	195	195	195	195	0	0
922	9	32	1000	800	31	195	195	195	195	195	195	0	0
923	9	33	1000	700	32	195	195	195	195	195	195	0	0
924	9	34	1000	500	33	195	195	195	195	195	195	0	0
925	9	35	1000	420	34	195	195	195	195	195	195	0	0
926	9	36	1000	420	35	195	195	195	195	195	195	0	0
927	9	37	1000	420	36	195	195	195	195	195	195	0	0
928	9	38	1000	420	37	195	195	195	195	195	195	0	0
929	9	39	1000	420	38	195	195	195	195	195	195	0	0
930	9	40	1000	420	39	195	195	195	195	195	195	0	0
931	9	41	1000	420	40	195	195	195	195	195	195	0	0
932	9	42	1000	420	41	195	195	195	195	195	195	0	0
933	9	43	1000	420	42	195	195	195	195	195	195	0	0
934	9	44	1000	420	43	195	195	195	195	195	195	0	0
935	9	45	1000	420	44	195	195	195	195	195	195	0	0
936	9	46	1000	420	45	195	195	195	195	195	195	0	0
937	9	47	1000	420	46	195	195	195	195	195	195	0	0
938	9	48	1000	420	47	195	195	195	195	195	195	0	0
939	9	49	1000	420	48	195	195	195	195	195	195	0	0
940	9	50	1000	400	49	195	195	195	195	195	195	0	0
941	9	51	1000	400	50	195	195	195	195	195	195	0	0
942	9	52	1000	400	51	195	195	195	195	195	195	0	0
943	9	53	1000	400	52	195	195	195	195	195	195	0	0
944	9	54	1000	400	53	195	195	195	195	195	195	0	0
945	9	55	1000	400	54	195	195	195	195	195	195	0	0
946	9	56	1000	400	55	195	195	195	195	195	195	0	0
